,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction
471,-2.19,2.81,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
472,-2.19,2.81,-1.19,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
473,-2.19,2.81,-1.19,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
474,-2.19,2.81,-1.19,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
475,-1.75,2.81,-1.62,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
476,-1.75,2.81,-1.62,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
477,-1.75,2.81,-1.62,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
478,-1.75,2.81,-1.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
479,-2.19,1.06,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
480,-2.19,1.06,-0.88,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
481,-2.19,1.06,-0.88,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
482,-2.19,1.06,-0.88,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
483,-1.75,1.75,-0.88,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
484,-1.75,1.75,-0.88,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
485,-1.75,1.75,-0.88,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
486,-1.75,1.75,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
487,-2.19,2.12,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
488,-2.19,2.12,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
489,-2.19,2.12,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
490,-2.19,2.12,-2.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
491,-0.94,1.75,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
492,-0.94,1.75,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
493,-0.94,1.75,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
494,-0.94,1.75,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
495,-1.75,3.44,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
496,-1.75,3.44,-1.19,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
497,-1.75,3.44,-1.19,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
498,-1.75,3.44,-1.19,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
499,-2.62,2.81,-0.06,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
