,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Time,Label,,0,
412,0.12,0.08,-0.13,19.5,-53.5,17.94,4.92,5.04,7.45,0.6,0.38,0.32,0.63,119185,16311,T,,,
413,0.12,0.08,-0.13,19.5,-53.5,17.94,4.42,5.23,7.11,0.6,0.38,0.32,0.63,119224,16350,T,,,
414,0.12,0.08,-0.13,19.5,-53.5,17.94,4.12,5.42,6.3,0.6,0.38,0.32,0.63,119262,16388,T,,,
415,0.12,0.08,-0.13,19.5,-53.5,17.94,4.12,5.57,6.34,0.6,0.38,0.32,0.63,119302,16428,T,,,
416,0.56,0.44,-0.39,19.5,-53.5,17.94,4.12,5.57,6.34,0.6,0.38,0.32,0.63,119342,16468,T,,,
417,0.56,0.44,-0.39,19.5,-53.5,17.94,3.93,6.26,5.15,0.6,0.38,0.32,0.63,119380,16506,T,,,
418,0.56,0.44,-0.39,19.5,-53.5,17.94,4,6.34,5.11,0.6,0.38,0.32,0.63,119418,16544,T,,,
419,1.04,0.32,-0.48,19.5,-53.5,17.94,4,6.34,5.11,0.6,0.38,0.32,0.63,119459,16585,T,,,
420,1.03,0.24,-0.32,19.5,-53.5,17.94,4,6.34,5.11,0.6,0.38,0.32,0.63,119498,16624,T,,,
421,1.03,0.24,-0.32,19.5,-53.5,17.94,3.89,8.41,5.65,0.6,0.38,0.32,0.63,119538,16664,T,,,
422,1.03,0.24,-0.32,19.5,-53.5,17.94,3.46,8.87,5.65,0.6,0.38,0.32,0.63,119577,16703,T,,,
423,1.03,0.24,-0.32,19.5,-53.5,17.94,3.58,9.59,6.15,0.6,0.38,0.32,0.63,119615,16741,T,,,
424,0.65,-0.08,-0.5,19.5,-53.5,17.94,3.58,9.59,6.15,0.6,0.38,0.32,0.63,119654,16780,T,,,
425,0.54,0.05,-0.32,19.5,-53.5,17.94,3.58,9.59,6.15,0.6,0.38,0.32,0.63,119693,16819,T,,,
426,0.54,0.05,-0.32,19.5,-53.5,17.94,3.12,9.55,5.54,0.6,0.38,0.32,0.63,119732,16858,T,,,
427,0.54,0.05,-0.32,19.5,-53.5,17.94,2.89,9.48,5.07,0.6,0.38,0.32,0.63,119771,16897,T,,,
428,0.4,0.41,-0.14,19.5,-53.5,17.94,2.89,9.48,5.07,0.6,0.38,0.32,0.63,119810,16936,T,,,
429,0.34,0.37,-0.14,19.5,-53.5,17.94,2.89,9.48,5.07,0.6,0.38,0.32,0.63,119849,16975,T,,,
430,0.34,0.37,-0.14,19.5,-53.5,17.94,2.24,9.25,4.2,0.6,0.38,0.32,0.63,119888,17014,T,,,
431,0.34,0.37,-0.14,19.5,-53.5,17.94,2.32,9.06,4.12,0.6,0.38,0.32,0.63,119929,17055,T,,,
432,0.34,0.37,-0.14,19.5,-53.5,17.94,2.2,9.17,4.2,0.6,0.38,0.32,0.63,119967,17093,T,,,
433,0.14,0.17,-0.11,19.5,-53.5,17.94,2.2,9.17,4.2,0.6,0.38,0.32,0.63,120006,17132,T,,,
434,0.14,0.17,-0.11,19.5,-53.5,17.94,1.89,9.29,4.16,0.6,0.38,0.32,0.63,120046,17172,T,,,
435,0.14,0.17,-0.11,19.5,-53.5,17.94,1.82,9.33,3.89,0.6,0.38,0.32,0.63,120086,17212,T,,,
436,0.14,0.17,-0.11,19.5,-53.5,17.94,1.97,9.14,4.04,0.6,0.38,0.32,0.63,120125,17251,T,,,
437,0.14,0.17,-0.11,19.5,-53.5,17.94,2.24,9.14,4.35,0.6,0.38,0.32,0.63,120162,17288,T,,,
438,-0.04,0.24,0.08,19.5,-53.5,17.94,2.24,9.14,4.35,0.6,0.38,0.32,0.63,120201,17327,T,,,
439,-0.04,0.24,0.08,19.5,-53.5,17.94,1.59,9.14,4.04,0.6,0.38,0.32,0.63,120242,17368,T,,,
440,-0.04,0.24,0.08,19.5,-53.5,17.94,1.86,9.44,4.12,0.6,0.38,0.32,0.63,120281,17407,T,,,
441,-0.04,0.24,0.08,19.5,-53.5,17.94,2.05,9.67,3.85,0.6,0.38,0.32,0.63,120318,17444,T,,,
442,-0.01,0.26,-0.03,19.5,-53.5,17.94,2.05,9.67,3.85,0.6,0.38,0.32,0.63,120358,17484,T,,,
443,-0.01,0.26,-0.03,19.5,-53.5,17.94,1.74,9.36,4.16,0.6,0.38,0.32,0.63,120399,17525,T,,,
444,-0.12,-0.14,-0.04,19.5,-53.5,17.94,1.74,9.36,4.16,0.6,0.38,0.32,0.63,120438,17564,T,,,
445,-0.12,-0.14,-0.04,19.5,-53.5,17.94,2.55,10.32,3.93,0.6,0.38,0.32,0.63,120479,17605,T,,,
446,-0.12,-0.14,-0.04,19.5,-53.5,17.94,3.12,10.52,4.31,0.6,0.38,0.32,0.63,120519,17645,T,,,
447,-0.17,-0.1,0.45,19.5,-53.5,17.94,3.12,10.52,4.31,0.6,0.38,0.32,0.63,120560,17686,T,,,
448,0.12,0.12,0.67,19.5,-53.5,17.94,3.12,10.52,4.31,0.6,0.38,0.32,0.63,120600,17726,T,,,
449,0.12,0.12,0.67,19.5,-53.5,17.94,2.39,7.49,3.43,0.6,0.38,0.32,0.63,120640,17766,T,,,
450,0.12,0.12,0.67,19.5,-53.5,17.94,1.63,7.07,2.85,0.6,0.38,0.32,0.63,120680,17806,T,,,
451,0.12,0.12,0.67,19.5,-53.5,17.94,1.78,7.14,3.93,0.6,0.38,0.32,0.63,120717,17843,T,,,
452,0.59,-0.2,-0.13,19.5,-53.5,17.94,1.78,7.14,3.93,0.6,0.38,0.32,0.63,120756,17882,T,,,
453,0.59,-0.2,-0.13,19.5,-53.5,17.94,1.97,8.21,3.85,0.6,0.38,0.32,0.63,120796,17922,T,,,
454,0.59,-0.2,-0.13,19.5,-53.5,17.94,2.51,8.87,4.08,0.6,0.38,0.32,0.63,120837,17963,T,,,
455,0.59,-0.2,-0.13,19.5,-53.5,17.94,2.28,9.48,3.54,0.6,0.38,0.32,0.63,120877,18003,T,,,
456,0.59,-0.2,-0.13,19.5,-53.5,17.94,1.93,9.59,3.12,0.6,0.38,0.32,0.63,120914,18040,T,,,
457,0.16,-0.05,-0.17,19.5,-53.5,17.94,1.93,9.59,3.12,0.6,0.38,0.32,0.63,120953,18079,T,,,
458,0.16,-0.05,-0.17,19.5,-53.5,17.94,1.86,9.75,3.01,0.6,0.38,0.32,0.63,120994,18120,T,,,
459,0.16,-0.05,-0.17,19.5,-53.5,17.94,2.24,9.75,3.2,0.6,0.38,0.32,0.63,121033,18159,T,,,
460,0.16,-0.05,-0.17,19.5,-53.5,17.94,2.2,9.63,2.93,0.6,0.38,0.32,0.63,121072,18198,T,,,
461,0.16,-0.05,-0.17,16.31,-39.69,29.69,2.2,9.63,2.93,0.6,0.38,0.32,0.63,121110,18236,T,,,
462,0.16,-0.05,-0.17,16.31,-39.69,29.69,2.24,9.48,3.01,0.6,0.38,0.32,0.63,121151,18277,T,,,
463,-0.06,0.07,0,16.31,-39.69,29.69,2.24,9.48,3.01,0.6,0.38,0.32,0.63,121190,18316,T,,,
464,-0.06,0.07,0,16.31,-39.69,29.69,2.43,9.21,3.01,0.6,0.38,0.32,0.63,121230,18356,T,,,
465,-0.06,0.07,0,16.31,-39.69,29.69,2.47,9.21,3.05,0.6,0.38,0.32,0.63,121268,18394,T,,,
466,-0.09,0.06,0.08,16.31,-39.69,29.69,2.47,9.21,3.05,0.6,0.38,0.32,0.63,121308,18434,T,,,
467,-0.02,0.06,0.08,16.31,-39.69,29.69,2.47,9.21,3.05,0.6,0.38,0.32,0.63,121348,18474,T,,,
468,-0.02,0.06,0.08,16.31,-39.69,29.69,1.7,9.25,2.93,0.6,0.38,0.32,0.63,121388,18514,T,,,
469,-0.02,0.06,0.08,16.31,-39.69,29.69,1.59,9.29,2.82,0.6,0.38,0.32,0.63,121427,18553,T,,,
470,-0.02,0.06,0.08,16.31,-39.69,29.69,2.13,9.29,2.97,0.6,0.38,0.32,0.63,121465,18591,T,,,
471,-0.03,0.04,-0.04,16.31,-39.69,29.69,2.13,9.29,2.97,0.6,0.38,0.32,0.63,121504,18630,T,,,
472,-0.03,0.04,-0.04,16.31,-39.69,29.69,1.93,9.17,3.01,0.6,0.38,0.32,0.63,121543,18669,T,,,
473,-0.03,0.04,-0.04,16.31,-39.69,29.69,2.2,9.4,3.27,0.6,0.38,0.32,0.63,121583,18709,T,,,
474,-0.03,0.04,-0.04,16.31,-39.69,29.69,2.01,9.79,3.05,0.6,0.38,0.32,0.63,121622,18748,T,,,
475,-0.03,0.04,-0.04,18.31,-38.63,30.06,2.01,9.79,3.05,0.6,0.38,0.32,0.63,121660,18786,T,,,
476,-0.05,-0.21,0.11,18.31,-38.63,30.06,2.01,9.79,3.05,0.6,0.38,0.32,0.63,121700,18826,T,,,
477,-0.05,-0.21,0.11,18.31,-38.63,30.06,2.93,10.78,3.43,0.6,0.38,0.32,0.63,121741,18867,T,,,
478,-0.05,-0.21,0.11,18.31,-38.63,30.06,3.01,10.94,4,0.6,0.38,0.32,0.63,121781,18907,T,,,
479,-0.05,-0.21,0.11,18.31,-38.63,30.06,2.89,10.74,4.16,0.6,0.38,0.32,0.63,121819,18945,T,,,
480,-0.71,-0.05,0.49,18.31,-38.63,30.06,2.89,10.74,4.16,0.6,0.38,0.32,0.63,121860,18986,W,,,
481,-0.71,-0.05,0.49,18.31,-38.63,30.06,3.39,10.02,4.81,0.6,0.38,0.32,0.63,121901,19027,W,,,
482,-0.93,0.11,0.62,18.31,-38.63,30.06,3.39,10.02,4.81,0.6,0.38,0.32,0.63,121940,19066,W,,,
483,-0.93,0.11,0.62,18.31,-38.63,30.06,4.27,10.02,5.8,0.6,0.38,0.32,0.63,121979,19105,W,,,
484,-0.93,0.11,0.62,18.31,-38.63,30.06,4.31,10.05,6.22,0.6,0.38,0.32,0.63,122018,19144,W,,,
485,-1.4,0.08,0.84,18.31,-38.63,30.06,4.31,10.05,6.22,0.6,0.38,0.32,0.63,122058,19184,W,,,
486,-1.67,-0.06,0.9,18.31,-38.63,30.06,4.31,10.05,6.22,0.6,0.38,0.32,0.63,122098,19224,W,,,
487,-1.67,-0.06,0.9,18.31,-38.63,30.06,4.73,8.56,6.49,0.6,0.38,0.32,0.63,122139,19265,W,,,
488,-1.67,-0.06,0.9,18.31,-38.63,30.06,4.77,7.83,6.53,0.6,0.38,0.32,0.63,122179,19305,W,,,
489,-1.67,-0.06,0.9,18.31,-38.63,30.06,4.5,6.34,5.92,0.6,0.38,0.32,0.63,122217,19343,W,,,
490,-1.8,-0.02,0.82,18.31,-38.63,30.06,4.5,6.34,5.92,0.6,0.38,0.32,0.63,122257,19383,W,,,
491,-1.8,-0.02,0.82,18.31,-38.63,30.06,3.73,4.46,5.34,0.6,0.38,0.32,0.63,122297,19423,W,,,
492,-1.8,-0.02,0.82,18.31,-38.63,30.06,3.58,4,5.15,0.6,0.38,0.32,0.63,122337,19463,W,,,
493,-1.8,-0.02,0.82,18.31,-38.63,30.06,3.01,2.47,4.73,0.6,0.38,0.32,0.63,122376,19502,W,,,
494,-1.8,-0.02,0.82,18.31,-38.63,30.06,2.85,2.05,4.73,0.6,0.38,0.32,0.63,122415,19541,W,,,
495,-0.71,-0.42,-0.49,18.31,-38.63,30.06,2.85,2.05,4.73,0.6,0.38,0.32,0.63,122454,19580,W,,,
496,-0.71,-0.42,-0.49,18.31,-38.63,30.06,3.43,1.93,5.65,0.6,0.38,0.32,0.63,122494,19620,W,,,
497,-0.71,-0.42,-0.49,18.31,-38.63,30.06,3.43,2.01,6.3,0.6,0.38,0.32,0.63,122534,19660,W,,,
498,-0.71,-0.42,-0.49,18.31,-38.63,30.06,4.08,2.59,7.03,0.6,0.38,0.32,0.63,122574,19700,W,,,
499,-0.71,-0.42,-0.49,18.31,-38.63,30.06,4.31,3.04,7.64,0.6,0.38,0.32,0.63,122613,19739,W,,,
500,-0.19,-0.72,-1.29,18.31,-38.63,30.06,4.31,3.04,7.64,0.6,0.38,0.32,0.63,122653,19779,W,,,
501,-0.4,-0.75,-1.38,18.31,-38.63,30.06,4.31,3.04,7.64,0.6,0.38,0.32,0.63,122693,19819,W,,,
502,-0.4,-0.75,-1.38,18.31,-38.63,30.06,4.54,3.31,7.38,0.6,0.38,0.32,0.63,122733,19859,W,,,
503,-0.4,-0.75,-1.38,18.31,-38.63,30.06,5.23,3.54,6.91,0.6,0.38,0.32,0.63,122774,19900,W,,,
504,-0.4,-0.75,-1.38,18.31,-38.63,30.06,5.42,4.54,7.68,0.6,0.38,0.32,0.63,122812,19938,W,,,
505,-0.91,-0.72,-1.57,18.31,-38.63,30.06,5.42,4.54,7.68,0.6,0.38,0.32,0.63,122851,19977,W,,,
506,-0.91,-0.72,-1.57,18.31,-38.63,30.06,5.57,3.96,7.53,0.6,0.38,0.32,0.63,122891,20017,W,,,
507,-0.91,-0.72,-1.57,18.31,-38.63,30.06,5.38,3.93,7.91,0.6,0.38,0.32,0.63,122932,20058,W,,,
508,-0.91,-0.72,-1.57,18.31,-38.63,30.06,5.34,3.16,7.53,0.6,0.38,0.32,0.63,122971,20097,W,,,
509,-0.91,-0.72,-1.57,33.31,-65.63,6.63,5.34,3.16,7.53,0.6,0.38,0.32,0.63,123010,20136,W,,,
510,-0.91,-0.72,-1.57,33.31,-65.63,6.63,5.84,3.08,8.06,0.6,0.38,0.32,0.63,123048,20174,W,,,
511,-0.91,-0.72,-1.57,33.31,-65.63,6.63,6,3.12,7.87,0.6,0.38,0.32,0.63,123089,20215,W,,,
512,-0.91,-0.72,-1.57,33.31,-65.63,6.63,5.92,1.32,6.11,0.6,0.38,0.32,0.63,123129,20255,W,,,
513,-0.91,-0.72,-1.57,33.31,-65.63,6.63,7.14,1.86,7.3,0.6,0.38,0.32,0.63,123166,20292,W,,,
514,-0.42,-0.05,-1.32,33.31,-65.63,6.63,7.14,1.86,7.3,0.6,0.38,0.32,0.63,123207,20333,W,,,
515,-0.35,-0.44,-1.2,33.31,-65.63,6.63,7.14,1.86,7.3,0.6,0.38,0.32,0.63,123247,20373,W,,,
516,-0.35,-0.44,-1.2,33.31,-65.63,6.63,6.19,4.08,6.72,0.6,0.38,0.32,0.63,123287,20413,W,,,
517,-0.35,-0.44,-1.2,33.31,-65.63,6.63,5.69,4.39,6.45,0.6,0.38,0.32,0.63,123327,20453,W,,,
518,-0.35,-0.44,-1.2,33.31,-65.63,6.63,5.19,4.2,5.61,0.6,0.38,0.32,0.63,123366,20492,W,,,
519,0.03,-0.53,-1.02,33.31,-65.63,6.63,5.19,4.2,5.61,0.6,0.38,0.32,0.63,123406,20532,W,,,
520,0.2,0.06,-1.08,33.31,-65.63,6.63,5.19,4.2,5.61,0.6,0.38,0.32,0.63,123445,20571,W,,,
521,0.2,0.06,-1.08,33.31,-65.63,6.63,5.57,4.92,7.26,0.6,0.38,0.32,0.63,123483,20609,W,,,
522,0.2,0.06,-1.08,33.31,-65.63,6.63,6.11,5.65,8.06,0.6,0.38,0.32,0.63,123523,20649,W,,,
523,0.2,0.06,-1.08,33.31,-65.63,6.63,5.3,5.61,7.64,0.6,0.38,0.32,0.63,123559,20685,W,,,
524,0.21,-0.39,-0.85,33.31,-65.63,6.63,5.3,5.61,7.64,0.6,0.38,0.32,0.63,123598,20724,W,,,
525,0.21,-0.39,-0.85,33.31,-65.63,6.63,4.2,4.65,6.61,0.6,0.38,0.32,0.63,123637,20763,W,,,
526,0.21,-0.39,-0.85,33.31,-65.63,6.63,3.08,4.16,5.46,0.6,0.38,0.32,0.63,123676,20802,W,,,
527,0.21,-0.39,-0.85,33.31,-65.63,6.63,2.32,4.5,4.58,0.6,0.38,0.32,0.63,123714,20840,W,,,
528,1.68,-1.15,-1.45,33.31,-65.63,6.63,2.32,4.5,4.58,0.6,0.38,0.32,0.63,123754,20880,W,,,
529,1.68,-1.15,-1.45,33.31,-65.63,6.63,1.17,8.98,2.66,0.6,0.38,0.32,0.63,123792,20918,W,,,
530,1.68,-1.15,-1.45,33.31,-65.63,6.63,1.21,10.4,3.01,0.6,0.38,0.32,0.63,123831,20957,W,,,
531,1.68,-1.15,-1.45,33.31,-65.63,6.63,-0.06,11.59,1.97,0.6,0.38,0.32,0.63,123870,20996,W,,,
532,1.68,-1.15,-1.45,57.19,-60.5,15.13,-0.06,11.59,1.97,0.6,0.38,0.32,0.63,123909,21035,W,,,
533,2.17,-0.01,-2.57,57.19,-60.5,15.13,-0.06,11.59,1.97,0.6,0.38,0.32,0.63,123950,21076,W,,,
534,2.17,-0.01,-2.57,57.19,-60.5,15.13,0.02,13.39,2.16,0.6,0.38,0.32,0.63,123991,21117,W,,,
535,2.17,-0.01,-2.57,57.19,-60.5,15.13,1.17,12.62,3.01,0.6,0.38,0.32,0.63,124030,21156,W,,,
536,2.17,-0.01,-2.57,57.19,-60.5,15.13,1.51,11.47,3.35,0.6,0.38,0.32,0.63,124068,21194,W,,,
537,0.93,0.26,-0.87,57.19,-60.5,15.13,1.51,11.47,3.35,0.6,0.38,0.32,0.63,124108,21234,W,,,
538,0.93,0.26,-0.87,57.19,-60.5,15.13,0.82,9.9,3.08,0.6,0.38,0.32,0.63,124149,21275,W,,,
539,0.19,-0.45,-0.1,57.19,-60.5,15.13,0.82,9.9,3.08,0.6,0.38,0.32,0.63,124188,21314,W,,,
540,0.19,-0.45,-0.1,57.19,-60.5,15.13,0.82,9.25,3.81,0.6,0.38,0.32,0.63,124228,21354,W,,,
541,0.19,-0.45,-0.1,57.19,-60.5,15.13,0.75,9.52,3.85,0.6,0.38,0.32,0.63,124266,21392,W,,,
542,-0.49,-0.12,0.57,57.19,-60.5,15.13,0.75,9.52,3.85,0.6,0.38,0.32,0.63,124307,21433,W,,,
543,-0.75,0.02,0.79,57.19,-60.5,15.13,0.75,9.52,3.85,0.6,0.38,0.32,0.63,124347,21473,W,,,
544,-0.75,0.02,0.79,57.19,-60.5,15.13,0.09,10.29,3.39,0.6,0.38,0.32,0.63,124387,21513,W,,,
545,-0.75,0.02,0.79,57.19,-60.5,15.13,-0.02,10.63,3.05,0.6,0.38,0.32,0.63,124428,21554,W,,,
546,-0.75,0.02,0.79,57.19,-60.5,15.13,0.4,10.82,2.74,0.6,0.38,0.32,0.63,124467,21593,W,,,
547,-1.13,0.37,1.15,57.19,-60.5,15.13,0.4,10.82,2.74,0.6,0.38,0.32,0.63,124507,21633,W,,,
548,-1.26,0.55,1.22,57.19,-60.5,15.13,0.4,10.82,2.74,0.6,0.38,0.32,0.63,124547,21673,W,,,
549,-1.26,0.55,1.22,57.19,-60.5,15.13,0.48,12.62,2.13,0.6,0.38,0.32,0.63,124588,21714,W,,,
550,-1.26,0.55,1.22,57.19,-60.5,15.13,0.98,10.4,2.24,0.6,0.38,0.32,0.63,124627,21753,W,,,
551,-1.26,0.55,1.22,57.19,-60.5,15.13,0.94,10.94,2.05,0.6,0.38,0.32,0.63,124665,21791,W,,,
552,-1.11,0.59,1.32,57.19,-60.5,15.13,0.94,10.94,2.05,0.6,0.38,0.32,0.63,124705,21831,W,,,
553,-1.11,0.59,1.32,57.19,-60.5,15.13,0.9,10.4,1.36,0.6,0.38,0.32,0.63,124746,21872,W,,,
554,-0.67,0.3,0.96,57.19,-60.5,15.13,0.9,10.4,1.36,0.6,0.38,0.32,0.63,124786,21912,W,,,
555,-0.67,0.3,0.96,57.19,-60.5,15.13,0.9,7.68,1.47,0.6,0.38,0.32,0.63,124826,21952,W,,,
556,-0.67,0.3,0.96,57.19,-60.5,15.13,0.75,7.79,1.13,0.6,0.38,0.32,0.63,124864,21990,W,,,
557,-0.06,0.02,0.19,57.19,-60.5,15.13,0.75,7.79,1.13,0.6,0.38,0.32,0.63,124904,22030,W,,,
558,0.39,0,-0.31,57.19,-60.5,15.13,0.75,7.79,1.13,0.6,0.38,0.32,0.63,124943,22069,W,,,
559,0.39,0,-0.31,57.19,-60.5,15.13,1.09,8.6,1.36,0.6,0.38,0.32,0.63,124982,22108,W,,,
560,0.39,0,-0.31,57.19,-60.5,15.13,1.24,8.91,1.78,0.6,0.38,0.32,0.63,125020,22146,W,,,
561,0.39,0,-0.31,56.38,-77.88,6.25,1.24,8.91,1.78,0.6,0.38,0.32,0.63,125058,22184,W,,,
562,1.33,0.32,-1.08,56.38,-77.88,6.25,1.24,8.91,1.78,0.6,0.38,0.32,0.63,125097,22223,W,,,
563,1.33,0.32,-1.08,56.38,-77.88,6.25,0.67,10.29,1.82,0.6,0.38,0.32,0.63,125135,22261,W,,,
564,1.33,0.32,-1.08,56.38,-77.88,6.25,0.79,11.01,1.97,0.6,0.38,0.32,0.63,125175,22301,W,,,
565,1.33,0.32,-1.08,56.38,-77.88,6.25,0.63,11.59,2.05,0.6,0.38,0.32,0.63,125213,22339,W,,,
566,1.65,0.18,-1.38,56.38,-77.88,6.25,0.63,11.59,2.05,0.6,0.38,0.32,0.63,125251,22377,W,,,
567,1.67,-0.97,-1.23,56.38,-77.88,6.25,0.63,11.59,2.05,0.6,0.38,0.32,0.63,125290,22416,W,,,
568,1.67,-0.97,-1.23,56.38,-77.88,6.25,0.75,10.05,2.66,0.6,0.38,0.32,0.63,125330,22456,W,,,
569,1.67,-0.97,-1.23,56.38,-77.88,6.25,1.44,9.67,4.27,0.6,0.38,0.32,0.63,125368,22494,W,,,
570,0.76,-0.08,-0.58,56.38,-77.88,6.25,1.44,9.67,4.27,0.6,0.38,0.32,0.63,125408,22534,W,,,
571,0.52,-1.39,-0.19,56.38,-77.88,6.25,1.44,9.67,4.27,0.6,0.38,0.32,0.63,125447,22573,W,,,
572,0.52,-1.39,-0.19,56.38,-77.88,6.25,0.86,8.71,3.24,0.6,0.38,0.32,0.63,125487,22613,W,,,
573,0.52,-1.39,-0.19,56.38,-77.88,6.25,0.59,8.37,3.39,0.6,0.38,0.32,0.63,125527,22653,W,,,
574,0.52,-1.39,-0.19,56.38,-77.88,6.25,0.25,9.21,2.93,0.6,0.38,0.32,0.63,125564,22690,W,,,
575,-0.36,-0.66,0.35,56.38,-77.88,6.25,0.25,9.21,2.93,0.6,0.38,0.32,0.63,125603,22729,W,,,
576,-0.36,-0.66,0.35,56.38,-77.88,6.25,0.17,10.32,2.97,0.6,0.38,0.32,0.63,125643,22769,W,,,
577,-0.36,-0.66,0.35,56.38,-77.88,6.25,0.13,10.32,2.89,0.6,0.38,0.32,0.63,125684,22810,W,,,
578,-0.36,-0.66,0.35,56.38,-77.88,6.25,0.94,10.32,3.35,0.6,0.38,0.32,0.63,125724,22850,W,,,
579,-0.36,-0.66,0.35,56.38,-77.88,6.25,1.09,10.29,3.35,0.6,0.38,0.32,0.63,125761,22887,W,,,
580,-1.29,0.81,1.41,56.38,-77.88,6.25,1.7,11.05,2.93,0.6,0.38,0.32,0.63,125880,23006,W,,,
581,-1.29,0.81,1.41,56.38,-77.88,6.25,1.82,13.12,3.12,0.6,0.38,0.32,0.63,125917,23043,W,,,
582,-1.16,0.38,1.13,56.38,-77.88,6.25,1.82,13.12,3.12,0.6,0.38,0.32,0.63,125957,23083,W,,,
583,-1.16,0.38,1.13,56.38,-77.88,6.25,2.24,10.82,2.59,0.6,0.38,0.32,0.63,125997,23123,W,,,
584,-0.87,0.77,0.98,56.38,-77.88,6.25,2.24,10.82,2.59,0.6,0.38,0.32,0.63,126036,23162,W,,,
585,-0.87,0.77,0.98,56.38,-77.88,6.25,1.59,9.94,2.09,0.6,0.38,0.32,0.63,126075,23201,W,,,
586,-0.87,0.77,0.98,56.38,-77.88,6.25,1.47,8.33,1.89,0.6,0.38,0.32,0.63,126113,23239,W,,,
587,-0.58,0.61,0.65,56.38,-77.88,6.25,1.47,8.33,1.89,0.6,0.38,0.32,0.63,126152,23278,W,,,
588,-0.4,0.62,0.39,56.38,-77.88,6.25,1.47,8.33,1.89,0.6,0.38,0.32,0.63,126190,23316,W,,,
589,-0.4,0.62,0.39,56.38,-77.88,6.25,1.13,7.79,1.51,0.6,0.38,0.32,0.63,126229,23355,W,,,
590,-0.4,0.62,0.39,56.38,-77.88,6.25,1.17,8.33,1.59,0.6,0.38,0.32,0.63,126266,23392,W,,,
591,0.44,0.04,-0.4,56.38,-77.88,6.25,1.17,8.33,1.59,0.6,0.38,0.32,0.63,126307,23433,W,,,
592,0.83,-0.14,-0.68,56.38,-77.88,6.25,1.17,8.33,1.59,0.6,0.38,0.32,0.63,126346,23472,W,,,
593,0.83,-0.14,-0.68,56.38,-77.88,6.25,1.17,8.95,2.16,0.6,0.38,0.32,0.63,126386,23512,W,,,
594,0.83,-0.14,-0.68,56.38,-77.88,6.25,1.09,9.4,2.32,0.6,0.38,0.32,0.63,126425,23551,W,,,
595,0.83,-0.14,-0.68,56.38,-77.88,6.25,1.05,9.9,2.51,0.6,0.38,0.32,0.63,126462,23588,W,,,
596,1.4,-0.21,-1.41,56.38,-77.88,6.25,1.05,9.9,2.51,0.6,0.38,0.32,0.63,126501,23627,W,,,
597,1.61,-0.17,-1.76,56.38,-77.88,6.25,1.05,9.9,2.51,0.6,0.38,0.32,0.63,126540,23666,W,,,
598,1.61,-0.17,-1.76,56.38,-77.88,6.25,0.67,14.84,2.63,0.6,0.38,0.32,0.63,126579,23705,W,,,
599,1.61,-0.17,-1.76,56.38,-77.88,6.25,1.05,11.82,2.66,0.6,0.38,0.32,0.63,126617,23743,W,,,
600,1.42,-0.88,-1.16,56.38,-77.88,6.25,1.05,11.82,2.66,0.6,0.38,0.32,0.63,126657,23783,W,,,
601,0.71,0.18,-0.84,56.38,-77.88,6.25,1.05,11.82,2.66,0.6,0.38,0.32,0.63,126697,23823,W,,,
602,0.71,0.18,-0.84,56.38,-77.88,6.25,0.63,9.86,2.74,0.6,0.38,0.32,0.63,126737,23863,W,,,
603,0.71,0.18,-0.84,56.38,-77.88,6.25,0.9,9.29,2.78,0.6,0.38,0.32,0.63,126777,23903,W,,,
604,0.71,0.18,-0.84,56.38,-77.88,6.25,1.32,8.83,3.5,0.6,0.38,0.32,0.63,126814,23940,W,,,
605,0,-0.57,0.36,56.38,-77.88,6.25,1.32,8.83,3.5,0.6,0.38,0.32,0.63,126853,23979,W,,,
606,0,-0.57,0.36,56.38,-77.88,6.25,1.09,8.95,3.93,0.6,0.38,0.32,0.63,126893,24019,W,,,
607,0,-0.57,0.36,56.38,-77.88,6.25,0.94,9.21,4.35,0.6,0.38,0.32,0.63,126931,24057,W,,,
608,0,-0.57,0.36,56.38,-77.88,6.25,1.13,9.21,4.31,0.6,0.38,0.32,0.63,126969,24095,W,,,
609,0,-0.57,0.36,56.38,-77.88,6.25,1.21,9.33,4.27,0.6,0.38,0.32,0.63,127007,24133,W,,,
610,-0.93,0.22,0.96,56.38,-77.88,6.25,1.21,9.33,4.27,0.6,0.38,0.32,0.63,127046,24172,W,,,
611,-0.93,0.22,0.96,56.38,-77.88,6.25,1.28,10.21,4.27,0.6,0.38,0.32,0.63,127087,24213,W,,,
612,-0.93,0.22,0.96,56.38,-77.88,6.25,1.59,10.94,3.81,0.6,0.38,0.32,0.63,127126,24252,W,,,
613,-0.93,0.22,0.96,56.38,-77.88,6.25,1.74,12.24,3.93,0.6,0.38,0.32,0.63,127164,24290,W,,,
614,-1.11,0.38,1.11,56.38,-77.88,6.25,1.74,12.24,3.93,0.6,0.38,0.32,0.63,127203,24329,W,,,
615,-1.11,0.38,1.11,56.38,-77.88,6.25,2.13,11.86,3.5,0.6,0.38,0.32,0.63,127244,24370,W,,,
616,-1.05,0.45,1.39,56.38,-77.88,6.25,2.13,11.86,3.5,0.6,0.38,0.32,0.63,127283,24409,W,,,
617,-1.05,0.45,1.39,56.38,-77.88,6.25,1.97,9.98,2.85,0.6,0.38,0.32,0.63,127322,24448,W,,,
