,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Time,Label,,0,
1180,0.7,0.27,-0.53,42.13,-86.5,-19.56,1.21,8.41,2.47,0.6,0.38,0.32,0.63,149562,46688,W,,,
1181,0.7,0.27,-0.53,42.13,-86.5,-19.56,1.36,8.87,2.59,0.6,0.38,0.32,0.63,149600,46726,W,,,
1182,1.73,-0.65,-1.73,42.13,-86.5,-19.56,1.36,8.87,2.59,0.6,0.38,0.32,0.63,149640,46766,W,,,
1183,1.73,-0.65,-1.73,42.13,-86.5,-19.56,0.71,14.15,1.97,0.6,0.38,0.32,0.63,149680,46806,W,,,
1184,1.73,-0.65,-1.73,42.13,-86.5,-19.56,1.02,14.08,2.16,0.6,0.38,0.32,0.63,149721,46847,W,,,
1185,1.73,-0.65,-1.73,42.13,-86.5,-19.56,1.32,12.01,4.5,0.6,0.38,0.32,0.63,149762,46888,W,,,
1186,1.73,-0.65,-1.73,42.13,-86.5,-19.56,0.67,12.32,3.05,0.6,0.38,0.32,0.63,149800,46926,W,,,
1187,1.17,-0.21,-1.15,42.13,-86.5,-19.56,0.67,12.32,3.05,0.6,0.38,0.32,0.63,149841,46967,W,,,
1188,1.17,-0.21,-1.15,42.13,-86.5,-19.56,0.52,10.17,2.2,0.6,0.38,0.32,0.63,149883,47009,W,,,
1189,1.17,-0.21,-1.15,42.13,-86.5,-19.56,1.13,9.52,2.36,0.6,0.38,0.32,0.63,149924,47050,W,,,
1190,1.17,-0.21,-1.15,42.13,-86.5,-19.56,1.24,9.52,2.82,0.6,0.38,0.32,0.63,149965,47091,W,,,
1191,1.17,-0.21,-1.15,42.13,-86.5,-19.56,1.21,9.25,2.93,0.6,0.38,0.32,0.63,150004,47130,W,,,
1192,0.5,-0.37,-0.57,42.13,-86.5,-19.56,1.21,9.25,2.93,0.6,0.38,0.32,0.63,150044,47170,W,,,
1193,0.29,-0.6,-0.18,42.13,-86.5,-19.56,1.21,9.25,2.93,0.6,0.38,0.32,0.63,150085,47211,W,,,
1194,0.29,-0.6,-0.18,42.13,-86.5,-19.56,1.17,9.17,3.12,0.6,0.38,0.32,0.63,150126,47252,W,,,
1195,0.29,-0.6,-0.18,42.13,-86.5,-19.56,1.4,9.63,3.5,0.6,0.38,0.32,0.63,150166,47292,W,,,
1196,0.29,-0.6,-0.18,42.13,-86.5,-19.56,1.66,10.44,3.58,0.6,0.38,0.32,0.63,150205,47331,W,,,
1197,-0.71,-0.05,1.08,42.13,-86.5,-19.56,1.66,10.44,3.58,0.6,0.38,0.32,0.63,150245,47371,W,,,
1198,-0.71,-0.05,1.08,42.13,-86.5,-19.56,1.82,11.93,3.46,0.6,0.38,0.32,0.63,150287,47413,W,,,
1199,-1.15,0.85,1.46,42.13,-86.5,-19.56,1.82,11.93,3.46,0.6,0.38,0.32,0.63,150327,47453,W,,,
1200,-1.15,0.85,1.46,42.13,-86.5,-19.56,2.01,13.62,1.89,0.6,0.38,0.32,0.63,150367,47493,W,,,
1201,-1.15,0.85,1.46,42.13,-86.5,-19.56,2.05,13.16,1.66,0.6,0.38,0.32,0.63,150406,47532,W,,,
1202,-1.45,2.03,1.99,42.13,-86.5,-19.56,2.05,13.16,1.66,0.6,0.38,0.32,0.63,150446,47572,W,,,
1203,-1.67,2.02,1.95,42.13,-86.5,-19.56,2.05,13.16,1.66,0.6,0.38,0.32,0.63,150484,47610,W,,,
1204,-1.67,2.02,1.95,42.13,-86.5,-19.56,2.28,9.86,0.52,0.6,0.38,0.32,0.63,150524,47650,W,,,
1205,-1.67,2.02,1.95,42.13,-86.5,-19.56,2.24,9.75,0.67,0.6,0.38,0.32,0.63,150565,47691,W,,,
1206,-1.67,2.02,1.95,42.13,-86.5,-19.56,2.36,8.68,0.63,0.6,0.38,0.32,0.63,150604,47730,W,,,
1207,-1.29,1.21,1.36,42.13,-86.5,-19.56,2.36,8.68,0.63,0.6,0.38,0.32,0.63,150644,47770,W,,,
1208,-0.78,0.95,0.89,42.13,-86.5,-19.56,2.36,8.68,0.63,0.6,0.38,0.32,0.63,150684,47810,W,,,
1209,-0.78,0.95,0.89,42.13,-86.5,-19.56,2.09,8.6,0.86,0.6,0.38,0.32,0.63,150724,47850,W,,,
1210,-0.78,0.95,0.89,42.13,-86.5,-19.56,2.24,8.41,1.89,0.6,0.38,0.32,0.63,150764,47890,W,,,
1211,-0.78,0.95,0.89,42.13,-86.5,-19.56,1.97,7.91,2.66,0.6,0.38,0.32,0.63,150802,47928,W,,,
1212,0.47,0.26,0.06,42.13,-86.5,-19.56,1.97,7.91,2.66,0.6,0.38,0.32,0.63,150842,47968,W,,,
1213,0.47,0.26,0.06,42.13,-86.5,-19.56,2.09,7.6,2.82,0.6,0.38,0.32,0.63,150883,48009,W,,,
1214,1.87,0.48,-0.55,42.13,-86.5,-19.56,2.09,7.6,2.82,0.6,0.38,0.32,0.63,150922,48048,W,,,
1215,1.87,0.48,-0.55,42.13,-86.5,-19.56,2.55,7.45,5.27,0.6,0.38,0.32,0.63,150962,48088,W,,,
1216,1.87,0.48,-0.55,42.13,-86.5,-19.56,3.16,6.61,6.53,0.6,0.38,0.32,0.63,151000,48126,W,,,
1217,1.43,2.01,0.29,42.13,-86.5,-19.56,3.16,6.61,6.53,0.6,0.38,0.32,0.63,151040,48166,T,,,
1218,1.1,1.5,0.49,42.13,-86.5,-19.56,3.16,6.61,6.53,0.6,0.38,0.32,0.63,151079,48205,T,,,
1219,1.1,1.5,0.49,42.13,-86.5,-19.56,2.66,9.52,6.3,0.6,0.38,0.32,0.63,151117,48243,T,,,
1220,1.1,1.5,0.49,42.13,-86.5,-19.56,2.28,8.75,5.84,0.6,0.38,0.32,0.63,151156,48282,T,,,
1221,1.1,1.5,0.49,43.13,-78.94,-20.38,2.28,8.75,5.84,0.6,0.38,0.32,0.63,151194,48320,T,,,
1222,0.71,2.16,1.13,43.13,-78.94,-20.38,2.28,8.75,5.84,0.6,0.38,0.32,0.63,151234,48360,T,,,
1223,0.71,2.16,1.13,43.13,-78.94,-20.38,1.63,8.25,3.96,0.6,0.38,0.32,0.63,151272,48398,T,,,
1224,0.71,2.16,1.13,43.13,-78.94,-20.38,1.36,8.06,3.12,0.6,0.38,0.32,0.63,151312,48438,T,,,
1225,0.71,2.16,1.13,43.13,-78.94,-20.38,1.74,8.18,2.93,0.6,0.38,0.32,0.63,151350,48476,T,,,
1226,0.34,1.27,1.03,43.13,-78.94,-20.38,1.74,8.18,2.93,0.6,0.38,0.32,0.63,151390,48516,T,,,
1227,0.35,1.04,1,43.13,-78.94,-20.38,1.74,8.18,2.93,0.6,0.38,0.32,0.63,151429,48555,T,,,
1228,0.35,1.04,1,43.13,-78.94,-20.38,2.78,10.59,2.55,0.6,0.38,0.32,0.63,151468,48594,T,,,
1229,0.35,1.04,1,43.13,-78.94,-20.38,2.97,8.83,2.59,0.6,0.38,0.32,0.63,151506,48632,T,,,
1230,0.35,1.04,1,47.5,-81.5,-13.5,2.97,8.83,2.59,0.6,0.38,0.32,0.63,151544,48670,T,,,
1231,0.02,0.89,0.48,47.5,-81.5,-13.5,2.97,8.83,2.59,0.6,0.38,0.32,0.63,151584,48710,T,,,
1232,0.02,0.89,0.48,47.5,-81.5,-13.5,3.16,8.83,1.93,0.6,0.38,0.32,0.63,151623,48749,T,,,
1233,0.02,0.89,0.48,47.5,-81.5,-13.5,2.7,8.6,2.16,0.6,0.38,0.32,0.63,151663,48789,T,,,
