,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Time,Label,,,0
472,-0.46,0.67,-1.53,-71.81,0.19,50.13,-9.93,5.69,3.48,0.2,0.61,-0.22,0.74,863477,18860,W,,,
473,-0.46,0.67,-1.53,-71.81,0.19,50.13,-8.36,10.25,2.21,0.2,0.61,-0.22,0.74,863518,18899,W,,,
474,-0.46,0.67,-1.53,-71.81,0.19,50.13,-7.09,13,1.95,0.2,0.61,-0.22,0.74,863557,18938,W,,,
475,0.49,0.64,1.6,-71.81,0.19,50.13,-7.09,13,1.95,0.2,0.61,-0.22,0.74,863598,18979,W,,,
476,0.49,0.64,1.6,-71.81,0.19,50.13,-12.19,-4.16,0.64,0.2,0.61,-0.22,0.74,863638,19019,W,,,
477,0.06,0.07,0.52,-71.81,0.19,50.13,-12.19,-4.16,0.64,0.2,0.61,-0.22,0.74,863678,19060,W,,,
478,0.06,0.07,0.52,-71.81,0.19,50.13,-9.77,-0.09,1.68,0.2,0.61,-0.22,0.74,863718,19098,W,,,
479,0.06,0.07,0.52,-71.81,0.19,50.13,-9.85,0.21,1.75,0.2,0.61,-0.22,0.74,863756,19138,W,,,
480,0.08,0.15,0.05,-71.81,0.19,50.13,-9.85,0.21,1.75,0.2,0.61,-0.22,0.74,863796,19177,W,,,
481,0.08,0.15,0.05,-71.81,0.19,50.13,-9.73,0.13,1.56,0.2,0.61,-0.22,0.74,863836,19218,W,,,
482,0.02,0.15,0.04,-71.81,0.19,50.13,-9.73,0.13,1.56,0.2,0.61,-0.22,0.74,863876,19258,W,,,
483,0.02,0.15,0.04,-71.81,0.19,50.13,-9.73,0.17,1.45,0.2,0.61,-0.22,0.74,863915,19296,W,,,
484,0.02,0.15,0.04,-71.81,0.19,50.13,-9.73,0.21,1.45,0.2,0.61,-0.22,0.74,863952,19337,W,,,
485,0.02,0.15,0.04,-71.81,0.19,50.13,-9.73,0.17,1.29,0.2,0.61,-0.22,0.74,863992,19378,W,,,
486,0.03,0.1,0.01,-71.81,0.19,50.13,-9.73,0.17,1.29,0.2,0.61,-0.22,0.74,864030,19416,W,,,
487,0.03,0.1,0.01,-71.81,0.19,50.13,-9.7,0.17,1.25,0.2,0.61,-0.22,0.74,864070,19456,W,,,
488,0.03,0.1,0.01,-71.81,0.19,50.13,-9.7,0.17,1.29,0.2,0.61,-0.22,0.74,864107,19494,W,,,
489,0.01,0.09,0.01,-71.81,0.19,50.13,-9.7,0.17,1.29,0.2,0.61,-0.22,0.74,864147,19535,W,,,
490,0.01,0.09,0.01,-71.81,0.19,50.13,-9.73,0.21,1.21,0.2,0.61,-0.22,0.74,864187,19575,W,,,
491,-0.02,0.03,0.02,-71.81,0.19,50.13,-9.73,0.21,1.21,0.2,0.61,-0.22,0.74,864227,19614,W,,,
492,-0.02,0.03,0.02,-71.81,0.19,50.13,-9.73,0.21,1.06,0.2,0.61,-0.22,0.74,864267,19653,W,,,
493,-0.02,0.03,0.02,-71.81,0.19,50.13,-9.81,0.21,0.91,0.2,0.61,-0.22,0.74,864305,19690,W,,,
494,-0.09,-0.51,0.35,-71.81,0.19,50.13,-9.81,0.21,0.91,0.2,0.61,-0.22,0.74,864346,19731,W,,,
495,-0.12,0.08,2.7,-71.81,0.19,50.13,-9.81,0.21,0.91,0.2,0.61,-0.22,0.74,864386,19770,W,,,
496,-0.12,0.08,2.7,-71.81,0.19,50.13,-16.59,0.71,1.33,0.2,0.61,-0.22,0.74,864425,19810,W,,,
497,-0.12,0.08,2.7,-71.81,0.19,50.13,-16.55,1.13,0.99,0.2,0.61,-0.22,0.74,864466,19848,W,,,
498,-0.12,0.08,2.7,-71.81,0.19,50.13,-15.94,-11.89,-1.27,0.2,0.61,-0.22,0.74,864505,19888,W,,,
499,0.75,-0.96,0.22,-71.81,0.19,50.13,-15.94,-11.89,-1.27,0.2,0.61,-0.22,0.74,864547,19929,W,,,
500,-0.81,-1.08,-1.82,-71.81,0.19,50.13,-15.94,-11.89,-1.27,0.2,0.61,-0.22,0.74,864588,19969,W,,,
501,-0.81,-1.08,-1.82,-71.81,0.19,50.13,-5.6,-2.43,0.49,0.2,0.61,-0.22,0.74,864630,20009,W,,,
502,-0.81,-1.08,-1.82,-71.81,0.19,50.13,-8.85,-0.98,1.1,0.2,0.61,-0.22,0.74,864672,20047,W,,,
503,-0.81,-1.08,-1.82,-71.81,0.19,50.13,-11.46,3.5,2.37,0.2,0.61,-0.22,0.74,864714,20087,W,,,
504,-0.81,-1.08,-1.82,-71.81,0.19,50.13,-12.57,3.54,1.87,0.2,0.61,-0.22,0.74,864753,20127,W,,,
505,-0.13,0.63,-2.02,-71.81,0.19,50.13,-12.57,3.54,1.87,0.2,0.61,-0.22,0.74,864796,20168,W,,,
506,-0.84,0.85,-2.21,-71.81,0.19,50.13,-12.57,3.54,1.87,0.2,0.61,-0.22,0.74,864837,20208,W,,,
507,-0.84,0.85,-2.21,-71.81,0.19,50.13,-9.23,8.68,3.59,0.2,0.61,-0.22,0.74,864878,20247,W,,,
508,-0.84,0.85,-2.21,-71.81,0.19,50.13,-10.69,8.29,3.4,0.2,0.61,-0.22,0.74,864917,20287,W,,,
509,-0.84,0.85,-2.21,-71.81,0.19,50.13,-6.05,11.66,1.98,0.2,0.61,-0.22,0.74,864957,20327,W,,,
510,-0.05,-0.28,0.23,-71.81,0.19,50.13,-6.05,11.66,1.98,0.2,0.61,-0.22,0.74,864997,20368,W,,,
511,0.19,0.33,0.99,-71.81,0.19,50.13,-6.05,11.66,1.98,0.2,0.61,-0.22,0.74,865038,20409,W,,,
512,0.19,0.33,0.99,-71.81,0.19,50.13,-10.81,-0.02,1.64,0.2,0.61,-0.22,0.74,865077,20447,W,,,
513,0.19,0.33,0.99,-71.81,0.19,50.13,-10.08,0.1,1.56,0.2,0.61,-0.22,0.74,865118,20488,W,,,
514,0.19,0.33,0.99,-71.81,0.19,50.13,-9.81,0.13,1.6,0.2,0.61,-0.22,0.74,865156,20527,W,,,
515,0.01,0.07,0.04,-71.81,0.19,50.13,-9.81,0.13,1.6,0.2,0.61,-0.22,0.74,865196,20567,W,,,
516,0.01,0.07,0.04,-71.81,0.19,50.13,-9.7,0.1,1.64,0.2,0.61,-0.22,0.74,865234,20608,W,,,
517,0.01,0.07,0.04,-71.81,0.19,50.13,-9.7,0.1,1.6,0.2,0.61,-0.22,0.74,865275,20647,W,,,
518,0.01,0.07,0.04,-71.81,0.19,50.13,-9.66,0.06,1.52,0.2,0.61,-0.22,0.74,865314,20688,W,,,
519,0.01,0.07,0.04,-71.81,0.19,50.13,-9.66,0.06,1.48,0.2,0.61,-0.22,0.74,865352,20729,W,,,
520,0.04,0.1,0.02,-71.81,0.19,50.13,-9.66,0.06,1.48,0.2,0.61,-0.22,0.74,865391,20769,W,,,
521,0.04,0.1,0.02,-71.81,0.19,50.13,-9.7,0.1,1.41,0.2,0.61,-0.22,0.74,865430,20809,W,,,
522,0.03,0.13,0.03,-71.81,0.19,50.13,-9.7,0.1,1.41,0.2,0.61,-0.22,0.74,865468,20847,W,,,
523,0.03,0.13,0.03,-71.81,0.19,50.13,-9.73,0.13,1.21,0.2,0.61,-0.22,0.74,865506,20888,W,,,
524,0.04,0.1,0.04,-71.81,0.19,50.13,-9.73,0.13,1.21,0.2,0.61,-0.22,0.74,865546,20928,W,,,
