,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,DirecHTion,SensorHTime,HTime,Label
627,0.05,-0.09,0.02,3.87,2.87,-52.63,-4.4,-8.7,2.92,-0.47,0.37,-0.11,0.79,389122,32334,HW
628,0.05,-0.09,0.02,3.87,2.87,-52.63,-4.4,-8.7,2.92,-0.47,0.36,-0.11,0.79,389136,32348,HW
629,0.05,-0.09,0.02,3.87,2.87,-52.63,-4.67,-8.58,2.77,-0.47,0.36,-0.11,0.79,389668,32880,HW
630,0.03,-0.1,-0.01,3.87,2.87,-52.63,-4.67,-8.58,2.77,-0.47,0.36,-0.11,0.79,389692,32904,HW
631,0.03,-0.1,-0.01,3.87,2.87,-52.63,-7.28,-9.58,4.41,-0.47,0.36,-0.11,0.79,389706,32918,HW
632,0.03,-0.1,-0.01,3.87,2.87,-52.63,-7.7,-9.35,4.22,-0.47,0.36,-0.11,0.79,389719,32931,HW
633,0.8,-0.71,1.36,3.87,2.87,-52.63,-7.7,-9.35,4.22,-0.47,0.36,-0.11,0.79,389870,33082,HW
634,0.8,-0.71,1.36,3.87,2.87,-52.63,-7.66,-8.97,4.14,-0.47,0.36,-0.11,0.79,389893,33105,HW
635,0.8,-0.71,1.36,3.87,2.87,-52.63,-4.9,-2.99,3.45,-0.47,0.36,-0.11,0.79,389909,33121,HW
636,1.54,-0.17,1.72,3.87,2.87,-52.63,-4.9,-2.99,3.45,-0.47,0.36,-0.11,0.79,389924,33136,HW
637,1.54,-0.17,1.72,3.87,2.87,-52.63,-4.9,-2.99,3.45,-0.21,0.43,0.04,0.88,390771,33983,HT
638,1.54,-0.17,1.72,3.87,2.87,-52.63,-4.67,-1.61,3.19,-0.21,0.43,0.04,0.88,390793,34005,HT
639,1.54,-0.17,1.72,3.87,2.87,-52.63,-8.08,3.02,7.09,-0.21,0.43,0.04,0.88,390808,34020,HT
640,-0.25,0.64,1.26,3.87,2.87,-52.63,-8.08,3.02,7.09,-0.21,0.43,0.04,0.88,390822,34034,HT
641,-0.25,0.64,1.26,3.87,2.87,-52.63,-8.08,3.02,7.09,-0.14,0.4,0.6,0.68,390838,34050,HT
642,-0.25,0.64,1.26,3.87,2.87,-52.63,-7.12,4.17,6.63,-0.14,0.4,0.6,0.68,390852,34064,HT
643,-0.43,0.58,1.21,3.87,2.87,-52.63,-7.12,4.17,6.63,-0.14,0.4,0.6,0.68,390873,34085,HT
644,-0.43,0.58,1.21,3.87,2.87,-52.63,-7.12,4.17,6.63,-0.15,0.41,0.62,0.65,390960,34172,HT
645,-0.43,0.58,1.21,3.87,2.87,-52.63,-7.05,4.44,6.6,-0.15,0.41,0.62,0.65,390990,34202,HT
646,-0.76,-0.09,0.05,3.87,2.87,-52.63,-7.05,4.44,6.6,-0.15,0.41,0.62,0.65,391005,34217,HT
647,-0.76,-0.09,0.05,3.87,2.87,-52.63,-5.63,1.61,4.61,-0.15,0.41,0.62,0.65,391020,34232,HT
648,-0.86,-0.05,-0.47,3.87,2.87,-52.63,-5.63,1.61,4.61,-0.15,0.41,0.62,0.65,391037,34249,HT
649,-0.86,-0.05,-0.47,3.87,2.87,-52.63,-5.32,1.14,4.34,-0.15,0.41,0.62,0.65,391051,34263,HT
650,-1.03,0.3,-0.96,3.87,2.87,-52.63,-5.32,1.14,4.34,-0.15,0.41,0.62,0.65,391111,34323,HT
651,-1.03,0.3,-0.96,3.87,2.87,-52.63,-5.32,1.14,4.34,-0.2,0.38,0.66,0.62,391126,34338,HT
652,-1.28,0.44,-1.5,3.87,2.87,-52.63,-5.32,1.14,4.34,-0.2,0.38,0.66,0.62,391142,34354,HT
653,-1.28,0.44,-1.5,3.87,2.87,-52.63,-4.21,-0.23,3.84,-0.2,0.38,0.66,0.62,391155,34367,HT
654,-1.7,0.34,-2.06,3.87,2.87,-52.63,-4.21,-0.23,3.84,-0.2,0.38,0.66,0.62,391246,34458,HT
655,-1.7,0.34,-2.06,3.87,2.87,-52.63,-4.21,-0.23,3.84,-0.28,0.33,0.63,0.65,391264,34476,HT
656,-1.7,0.34,-2.06,3.87,2.87,-52.63,-4.9,-5.71,3.42,-0.28,0.33,0.63,0.65,391280,34492,HT
657,-1.7,0.34,-2.06,14.25,-5.87,-33.06,-4.9,-5.71,3.42,-0.28,0.33,0.63,0.65,391294,34506,HT
658,-1.7,0.34,-2.06,14.25,-5.87,-33.06,-6.01,-7.82,3.07,-0.28,0.33,0.63,0.65,391588,34800,HT
659,-2.32,-0.11,-3.42,14.25,-5.87,-33.06,-6.01,-7.82,3.07,-0.28,0.33,0.63,0.65,391621,34833,HT
660,-2.32,-0.11,-3.42,14.25,-5.87,-33.06,-3.45,-9.54,2.5,-0.28,0.33,0.63,0.65,391648,34860,HT
661,-2.32,-0.11,-3.42,14.25,-5.87,-33.06,-5.29,-9.93,3.26,-0.28,0.33,0.63,0.65,391663,34875,HT
662,-0.71,1.39,-0.25,14.25,-5.87,-33.06,-5.29,-9.93,3.26,-0.28,0.33,0.63,0.65,391678,34890,HT
663,-0.71,1.39,-0.25,14.25,-5.87,-33.06,-5.29,-9.93,3.26,-0.69,-0.09,0.15,0.7,391694,34906,HT
664,-0.71,1.39,-0.25,14.25,-5.87,-33.06,-4.98,-7.62,2.73,-0.69,-0.09,0.15,0.7,391712,34924,HT
665,-0.28,1.44,0.25,14.25,-5.87,-33.06,-4.98,-7.62,2.73,-0.69,-0.09,0.15,0.7,391730,34942,HT
666,-0.28,1.44,0.25,14.25,-5.87,-33.06,-4.98,-7.62,2.73,-0.7,-0.07,0.13,0.7,391745,34957,HT
667,-0.28,1.44,0.25,14.25,-5.87,-33.06,-5.05,-8.13,2.23,-0.7,-0.07,0.13,0.7,391759,34971,HT
668,0.13,0.59,0.41,14.25,-5.87,-33.06,-5.05,-8.13,2.23,-0.7,-0.07,0.13,0.7,391773,34985,HT
669,0.13,0.59,0.41,14.25,-5.87,-33.06,-5.05,-8.13,2.23,-0.71,-0.04,0.11,0.7,392054,35266,HT
670,0.13,0.59,0.41,14.25,-5.87,-33.06,-4.18,-7.62,2.92,-0.71,-0.04,0.11,0.7,392076,35288,HT
671,0.13,0.59,0.41,14.25,-5.87,-33.06,-7.66,-10.65,2.11,-0.71,-0.04,0.11,0.7,392092,35304,HT
672,0.13,0.59,0.41,14.25,-5.87,-33.06,-8.35,-10.42,2.15,-0.71,-0.04,0.11,0.7,392106,35318,HT
673,1.09,-0.54,3.37,14.25,-5.87,-33.06,-8.35,-10.42,2.15,-0.71,-0.04,0.11,0.7,392121,35333,HT
674,1.09,-0.54,3.37,14.25,-5.87,-33.06,-8.35,-10.42,2.15,-0.63,0.13,0.25,0.72,392175,35387,HT
675,1.09,-0.54,3.37,14.25,-5.87,-33.06,-8.89,-10.27,2.3,-0.63,0.13,0.25,0.72,392221,35433,HT
676,1.08,-0.86,3.64,14.25,-5.87,-33.06,-8.89,-10.27,2.3,-0.63,0.13,0.25,0.72,392244,35456,HT
677,1.08,-0.86,3.64,14.25,-5.87,-33.06,-8.73,-11.3,2.15,-0.63,0.13,0.25,0.72,392258,35470,HT
678,1.08,-0.86,3.64,14.25,-5.87,-33.06,-9.04,-11.07,2.11,-0.63,0.13,0.25,0.72,392272,35484,HT
679,1.16,-1.55,3.08,14.25,-5.87,-33.06,-9.04,-11.07,2.11,-0.63,0.13,0.25,0.72,392291,35503,HT
680,1.16,-1.55,3.08,14.25,-5.87,-33.06,-8.31,-10.42,2.38,-0.63,0.13,0.25,0.72,392308,35520,HT
681,1.16,-1.55,3.08,14.25,-5.87,-33.06,-5.75,-7.74,2.46,-0.63,0.13,0.25,0.72,392331,35543,HT
682,0.92,-0.65,2.67,14.25,-5.87,-33.06,-5.75,-7.74,2.46,-0.63,0.13,0.25,0.72,392351,35563,HT
683,0.92,-0.65,2.67,14.25,-5.87,-33.06,-4.9,-5.1,2.15,-0.63,0.13,0.25,0.72,392365,35577,HT
684,0.78,-0.86,2.24,14.25,-5.87,-33.06,-4.9,-5.1,2.15,-0.63,0.13,0.25,0.72,392379,35591,HT
685,0.78,-0.86,2.24,14.25,-5.87,-33.06,-4.9,-5.1,2.15,-0.39,0.32,0.56,0.65,392396,35608,HT
686,0.78,-0.86,2.24,14.25,-5.87,-33.06,-4.33,-3.34,1.96,-0.39,0.32,0.56,0.65,392410,35622,HT
687,0.63,-0.89,1.43,14.25,-5.87,-33.06,-4.33,-3.34,1.96,-0.39,0.32,0.56,0.65,392969,36181,HT
688,0.63,-0.89,1.43,14.25,-5.87,-33.06,-4.33,-3.34,1.96,-0.35,0.33,0.6,0.64,393029,36241,HT
689,0.63,-0.89,1.43,1.06,15.5,-17.5,-4.33,-3.34,1.96,-0.35,0.33,0.6,0.64,393055,36267,HT
690,0.63,-0.89,1.43,1.06,15.5,-17.5,-5.17,-10.65,2.65,-0.35,0.33,0.6,0.64,393077,36289,HT
691,-0.69,0.49,-0.75,1.06,15.5,-17.5,-5.17,-10.65,2.65,-0.35,0.33,0.6,0.64,393095,36307,HT
692,-0.69,0.49,-0.75,1.06,15.5,-17.5,-5.17,-6.98,3.26,-0.35,0.33,0.6,0.64,393112,36324,HT
693,-0.83,0.8,-0.17,1.06,15.5,-17.5,-5.17,-6.98,3.26,-0.35,0.33,0.6,0.64,393129,36341,HT
694,-0.83,0.8,-0.17,1.06,15.5,-17.5,-5.17,-6.98,3.26,-0.7,-0.07,0.14,0.7,393143,36355,HT
695,-0.83,0.8,-0.17,1.06,15.5,-17.5,-4.79,-8.7,3,-0.7,-0.07,0.14,0.7,393158,36370,HT
696,-0.05,0.79,0.37,1.06,15.5,-17.5,-4.79,-8.7,3,-0.7,-0.07,0.14,0.7,393171,36383,HT
697,-0.05,0.79,0.37,1.06,15.5,-17.5,-4.79,-8.7,3,-0.71,-0.05,0.12,0.69,393191,36403,HT
698,-0.05,0.79,0.37,1.06,15.5,-17.5,-4.86,-8.24,2.84,-0.71,-0.05,0.12,0.69,393205,36417,HT
699,0.3,0.43,0.46,1.06,15.5,-17.5,-4.86,-8.24,2.84,-0.71,-0.05,0.12,0.69,393222,36434,HT
700,0.3,0.43,0.46,1.06,15.5,-17.5,-4.86,-8.24,2.84,-0.71,-0.03,0.12,0.7,393236,36448,HT
701,0.3,0.43,0.46,1.06,15.5,-17.5,-3.25,-7.7,3.3,-0.71,-0.03,0.12,0.7,393251,36463,HT
702,0.3,0.43,0.46,1.06,15.5,-17.5,-3.71,-7.82,3.26,-0.71,-0.03,0.12,0.7,393267,36479,HT
703,0.1,0.12,0.66,1.06,15.5,-17.5,-3.71,-7.82,3.26,-0.71,-0.03,0.12,0.7,393461,36673,HT
704,0.1,0.12,0.66,1.06,15.5,-17.5,-3.71,-7.82,3.26,-0.7,-0.02,0.12,0.7,393486,36698,HT
705,0.67,-0.38,1.01,1.06,15.5,-17.5,-3.71,-7.82,3.26,-0.7,-0.02,0.12,0.7,393501,36713,HW
706,0.67,-0.38,1.01,1.06,15.5,-17.5,-5.82,-9.31,2.77,-0.7,-0.02,0.12,0.7,393518,36730,HW
707,0.71,-0.19,1.5,1.06,15.5,-17.5,-5.82,-9.31,2.77,-0.7,-0.02,0.12,0.7,393538,36750,HW
708,0.71,-0.19,1.5,1.06,15.5,-17.5,-5.82,-9.31,2.77,-0.66,0.05,0.2,0.72,393556,36768,HW
709,0.71,-0.19,1.5,1.06,15.5,-17.5,-7.58,-12.49,2.57,-0.66,0.05,0.2,0.72,393667,36879,HW
710,0.82,0.1,1.95,1.06,15.5,-17.5,-7.58,-12.49,2.57,-0.66,0.05,0.2,0.72,393700,36912,HW
711,0.97,-0.82,2.74,1.06,15.5,-17.5,-7.58,-12.49,2.57,-0.66,0.05,0.2,0.72,393720,36932,HW
712,0.97,-0.82,2.74,1.06,15.5,-17.5,-6.55,-10.96,1.92,-0.66,0.05,0.2,0.72,393743,36955,HW
713,0.97,-0.82,2.74,19.44,-9.56,-23.37,-6.55,-10.96,1.92,-0.66,0.05,0.2,0.72,393762,36974,HW
714,0.97,-0.94,2.47,19.44,-9.56,-23.37,-6.55,-10.96,1.92,-0.66,0.05,0.2,0.72,393775,36987,HW
715,0.97,-0.94,2.47,19.44,-9.56,-23.37,-6.55,-10.96,1.92,-0.5,0.22,0.44,0.71,393789,37001,HW
716,0.97,-0.94,2.47,19.44,-9.56,-23.37,-4.71,-7.28,1.43,-0.5,0.22,0.44,0.71,393808,37020,HW
717,0.91,-1,1.94,19.44,-9.56,-23.37,-4.71,-7.28,1.43,-0.5,0.22,0.44,0.71,393821,37033,HW
718,0.91,-1,1.94,19.44,-9.56,-23.37,-4.71,-7.28,1.43,-0.46,0.24,0.49,0.7,393836,37048,HW
719,0.91,-1,1.94,19.44,-9.56,-23.37,-4.21,-5.98,1.46,-0.46,0.24,0.49,0.7,393850,37062,HW
720,0.6,-0.72,1.14,19.44,-9.56,-23.37,-4.21,-5.98,1.46,-0.46,0.24,0.49,0.7,393871,37083,HW
721,0.6,-0.72,1.14,19.44,-9.56,-23.37,-4.21,-5.98,1.46,-0.43,0.25,0.52,0.69,393948,37160,HW
722,0.6,-0.72,1.14,20.5,-26.69,-30.94,-4.21,-5.98,1.46,-0.43,0.25,0.52,0.69,393966,37178,HW
723,0.6,-0.72,1.14,20.5,-26.69,-30.94,-3.68,-3.99,1.73,-0.43,0.25,0.52,0.69,393982,37194,HW
724,-0.29,-0.1,-0.41,20.5,-26.69,-30.94,-3.68,-3.99,1.73,-0.43,0.25,0.52,0.69,393997,37209,HW
725,-0.29,-0.1,-0.41,20.5,-26.69,-30.94,-3.75,-4.33,1.77,-0.43,0.25,0.52,0.69,394012,37224,HW
726,-0.63,-0.22,-1.08,20.5,-26.69,-30.94,-3.75,-4.33,1.77,-0.43,0.25,0.52,0.69,394028,37240,HW
727,-0.63,-0.22,-1.08,20.5,-26.69,-30.94,-3.75,-4.33,1.77,-0.42,0.24,0.53,0.7,394089,37301,HW
728,-0.63,-0.22,-1.08,20.5,-26.69,-30.94,-3.41,-4.91,1.85,-0.42,0.24,0.53,0.7,394125,37337,HW
729,-0.63,-0.22,-1.08,20.5,-26.69,-30.94,-3.95,-6.32,1.88,-0.42,0.24,0.53,0.7,394139,37351,HW
730,-1.44,0,-2.32,20.5,-26.69,-30.94,-3.95,-6.32,1.88,-0.42,0.24,0.53,0.7,394156,37368,HW
731,-1.44,0,-2.32,20.5,-26.69,-30.94,-3.64,-8.81,1.5,-0.42,0.24,0.53,0.7,394175,37387,HW
732,-1.69,-0.28,-2.43,20.5,-26.69,-30.94,-3.64,-8.81,1.5,-0.42,0.24,0.53,0.7,394191,37403,HW
733,-1.69,-0.28,-2.43,20.5,-26.69,-30.94,-3.64,-9.77,1.88,-0.42,0.24,0.53,0.7,394206,37418,HW
734,-1.77,-0.2,-2.71,20.5,-26.69,-30.94,-3.64,-9.77,1.88,-0.42,0.24,0.53,0.7,394223,37435,HW
735,-1.77,-0.2,-2.71,20.5,-26.69,-30.94,-3.64,-9.77,1.88,-0.55,0.07,0.4,0.73,394241,37453,HW
736,-1.77,-0.2,-2.71,20.5,-26.69,-30.94,-4.21,-12.45,2.27,-0.55,0.07,0.4,0.73,394322,37534,HW
737,-1.77,-0.2,-2.71,20.5,-26.69,-30.94,-4.37,-14.75,2.19,-0.55,0.07,0.4,0.73,394344,37556,HW
738,-1.77,-0.2,-2.71,20.5,-26.69,-30.94,-4.67,-11.73,2.34,-0.55,0.07,0.4,0.73,394359,37571,HW
739,-1.36,1.25,-2.82,20.5,-26.69,-30.94,-4.67,-11.73,2.34,-0.55,0.07,0.4,0.73,394379,37591,HW
740,-1.36,1.25,-2.82,20.5,-26.69,-30.94,-4.67,-11.73,2.34,-0.68,-0.06,0.18,0.71,394397,37609,HW
741,-1.36,1.25,-2.82,20.5,-26.69,-30.94,-4.63,-13.34,1.96,-0.68,-0.06,0.18,0.71,394421,37633,HW
742,-1.36,1.25,-2.82,20.5,-26.69,-30.94,-3.14,-10.35,1.77,-0.68,-0.06,0.18,0.71,394436,37648,HW
743,-0.89,1.56,-1.07,20.5,-26.69,-30.94,-3.14,-10.35,1.77,-0.68,-0.06,0.18,0.71,394454,37666,HW
744,-0.89,1.56,-1.07,20.5,-26.69,-30.94,-6.93,-11,2.27,-0.68,-0.06,0.18,0.71,394469,37681,HW
745,-0.84,1.07,-0.25,20.5,-26.69,-30.94,-6.93,-11,2.27,-0.68,-0.06,0.18,0.71,394481,37693,HW
746,-0.84,1.07,-0.25,20.5,-26.69,-30.94,-6.93,-11,2.27,-0.72,-0.07,0.08,0.69,394499,37711,HW
747,-0.84,1.07,-0.25,20.5,-26.69,-30.94,-8.23,-8.89,2.88,-0.72,-0.07,0.08,0.69,394512,37724,HW
748,-0.07,0.58,0.57,20.5,-26.69,-30.94,-8.23,-8.89,2.88,-0.72,-0.07,0.08,0.69,394527,37739,HW
749,-0.07,0.58,0.57,20.5,-26.69,-30.94,-8.23,-8.89,2.88,-0.73,-0.05,0.07,0.68,394556,37768,HW
750,-0.07,0.58,0.57,20.5,-26.69,-30.94,-7.09,-8.16,2.77,-0.73,-0.05,0.07,0.68,394593,37805,HW
751,0.4,0.14,0.72,20.5,-26.69,-30.94,-7.09,-8.16,2.77,-0.73,-0.05,0.07,0.68,394617,37829,HW
752,0.4,0.14,0.72,20.5,-26.69,-30.94,-3.29,-7.39,2.8,-0.73,-0.05,0.07,0.68,394636,37848,HW
753,0.42,0.24,0.79,20.5,-26.69,-30.94,-3.29,-7.39,2.8,-0.73,-0.05,0.07,0.68,394655,37867,HW
754,0.42,0.24,0.79,20.5,-26.69,-30.94,-2.72,-8.51,2.73,-0.73,-0.05,0.07,0.68,394679,37891,HW
755,0.38,0.32,0.77,20.5,-26.69,-30.94,-2.72,-8.51,2.73,-0.73,-0.05,0.07,0.68,394700,37912,HW
756,0.38,0.32,0.77,20.5,-26.69,-30.94,-2.83,-9.16,3.04,-0.73,-0.05,0.07,0.68,394715,37927,HW
757,0.46,0,0.99,20.5,-26.69,-30.94,-2.83,-9.16,3.04,-0.73,-0.05,0.07,0.68,394732,37944,HW
758,0.46,0,0.99,20.5,-26.69,-30.94,-2.83,-9.16,3.04,-0.71,0.02,0.1,0.7,394754,37966,HW
759,0.46,0,0.99,20.5,-26.69,-30.94,-2.53,-9.66,3.49,-0.71,0.02,0.1,0.7,394772,37984,HW
760,0.59,-0.74,0.55,20.5,-26.69,-30.94,-2.53,-9.66,3.49,-0.71,0.02,0.1,0.7,394791,38003,HW
761,0.59,-0.74,0.55,8.75,1.31,-7.56,-2.53,-9.66,3.49,-0.71,0.02,0.1,0.7,394815,38027,HW
762,0.59,-0.74,0.55,8.75,1.31,-7.56,-2.61,-10.23,3.26,-0.71,0.02,0.1,0.7,394833,38045,HW
763,0.59,-0.73,0.74,8.75,1.31,-7.56,-2.61,-10.23,3.26,-0.71,0.02,0.1,0.7,394851,38063,HW
764,0.59,-0.73,0.74,8.75,1.31,-7.56,-6.78,-13.34,1.92,-0.71,0.02,0.1,0.7,394867,38079,HW
765,0.89,-0.75,1.53,8.75,1.31,-7.56,-6.78,-13.34,1.92,-0.71,0.02,0.1,0.7,394881,38093,HW
766,0.89,-0.75,1.53,8.75,1.31,-7.56,-6.78,-13.34,1.92,-0.66,0.04,0.18,0.72,394900,38112,HW
767,0.89,-0.75,1.53,8.75,1.31,-7.56,-6.93,-14.29,1.23,-0.66,0.04,0.18,0.72,394941,38153,HW
768,1.17,-0.35,2.56,8.75,1.31,-7.56,-6.93,-14.29,1.23,-0.66,0.04,0.18,0.72,394958,38170,HW
769,1.17,-0.35,2.56,8.75,1.31,-7.56,-5.13,-9.93,1.39,-0.66,0.04,0.18,0.72,394971,38183,HW
770,1.16,-0.84,3,8.75,1.31,-7.56,-5.13,-9.93,1.39,-0.66,0.04,0.18,0.72,394985,38197,HW
771,1.16,-0.84,3,8.75,1.31,-7.56,-5.13,-9.93,1.39,-0.61,0.11,0.28,0.73,395000,38212,HW
772,1.16,-0.84,3,8.75,1.31,-7.56,-6.17,-11.23,1.46,-0.61,0.11,0.28,0.73,395018,38230,HW
773,1.11,-1.34,2.59,8.75,1.31,-7.56,-6.17,-11.23,1.46,-0.61,0.11,0.28,0.73,395032,38244,HW
774,1.11,-1.34,2.59,8.75,1.31,-7.56,-6.17,-11.23,1.46,-0.57,0.14,0.35,0.73,395062,38274,HW
775,1.11,-1.34,2.59,8.75,1.31,-7.56,-4.79,-10.27,1.5,-0.57,0.14,0.35,0.73,395079,38291,HW
776,1.05,-0.85,2.5,8.75,1.31,-7.56,-4.79,-10.27,1.5,-0.57,0.14,0.35,0.73,395095,38307,HW
777,1.05,-0.85,2.5,8.75,1.31,-7.56,-4.29,-8.28,1.58,-0.57,0.14,0.35,0.73,395109,38321,HW
778,1.05,-0.85,2.5,8.75,1.31,-7.56,-4.59,-7.32,1.35,-0.57,0.14,0.35,0.73,395139,38351,HW
779,0.91,-1.13,2.09,8.75,1.31,-7.56,-4.59,-7.32,1.35,-0.57,0.14,0.35,0.73,395176,38388,HW
780,0.91,-1.13,2.09,8.75,1.31,-7.56,-3.87,-6.59,1.66,-0.57,0.14,0.35,0.73,395191,38403,HW
781,0.75,-0.79,1.33,8.75,1.31,-7.56,-3.87,-6.59,1.66,-0.57,0.14,0.35,0.73,395218,38430,HW
782,0.75,-0.79,1.33,8.75,1.31,-7.56,-3.1,-5.6,1.35,-0.57,0.14,0.35,0.73,395237,38449,HW
783,0.3,-0.23,0.54,8.75,1.31,-7.56,-3.1,-5.6,1.35,-0.57,0.14,0.35,0.73,395264,38476,HW
784,0.3,-0.23,0.54,8.75,1.31,-7.56,-3.06,-5.29,1.5,-0.57,0.14,0.35,0.73,395279,38491,HW
785,0.3,-0.23,0.54,8.75,1.31,-7.56,-3.14,-5.21,1.5,-0.57,0.14,0.35,0.73,395299,38511,HW
786,0.3,-0.23,0.54,8.75,1.31,-7.56,-3.14,-5.41,1.5,-0.57,0.14,0.35,0.73,395323,38535,HW
787,-0.5,-0.15,-1.04,8.75,1.31,-7.56,-3.14,-5.41,1.5,-0.57,0.14,0.35,0.73,395343,38555,HW
788,-0.5,-0.15,-1.04,8.75,1.31,-7.56,-3.14,-5.41,1.5,-0.44,0.19,0.51,0.72,395373,38585,HW
789,-0.5,-0.15,-1.04,8.75,1.31,-7.56,-3.37,-6.13,2.27,-0.44,0.19,0.51,0.72,395401,38613,HW
790,-0.5,-0.15,-1.04,8.75,1.31,-7.56,-3.37,-6.13,2.27,-0.45,0.17,0.49,0.73,395425,38637,HW
791,-1.36,0.26,-2.37,8.75,1.31,-7.56,-3.37,-6.13,2.27,-0.45,0.17,0.49,0.73,395439,38651,HW
792,-1.36,0.26,-2.37,10.94,-26.06,-25.69,-3.37,-6.13,2.27,-0.45,0.17,0.49,0.73,395459,38671,HW
793,-1.36,0.26,-2.37,10.94,-26.06,-25.69,-3.91,-9,2.23,-0.45,0.17,0.49,0.73,395472,38684,HW
794,-1.56,0.26,-2.83,10.94,-26.06,-25.69,-3.91,-9,2.23,-0.45,0.17,0.49,0.73,395486,38698,HW
795,-1.56,0.26,-2.83,10.94,-26.06,-25.69,-3.91,-9,2.23,-0.52,0.09,0.41,0.75,395499,38711,HW
796,-1.56,0.26,-2.83,10.94,-26.06,-25.69,-3.98,-10.69,2.3,-0.52,0.09,0.41,0.75,395513,38725,HW
797,-1.83,0.41,-3.04,10.94,-26.06,-25.69,-3.98,-10.69,2.3,-0.52,0.09,0.41,0.75,395526,38738,HW
798,-1.83,0.41,-3.04,10.94,-26.06,-25.69,-3.98,-10.69,2.3,-0.56,0.04,0.35,0.75,395550,38762,HW
799,-1.83,0.41,-3.04,10.94,-26.06,-25.69,-4.63,-13.22,2.38,-0.56,0.04,0.35,0.75,395576,38788,HW
800,-1.83,0.41,-3.04,10.94,-26.06,-25.69,-4.29,-14.14,2.57,-0.56,0.04,0.35,0.75,395626,38838,HW
801,-1.83,0.41,-3.04,10.44,-13.94,-26.69,-4.29,-14.14,2.57,-0.56,0.04,0.35,0.75,395652,38864,HW
802,-1.83,0.41,-3.04,10.44,-13.94,-26.69,-3.18,-10.88,2.54,-0.56,0.04,0.35,0.75,395671,38883,HW
803,-0.76,1.57,-2.07,10.44,-13.94,-26.69,-3.18,-10.88,2.54,-0.56,0.04,0.35,0.75,395691,38903,HW
804,-0.76,1.57,-2.07,10.44,-13.94,-26.69,-3.18,-10.88,2.54,-0.66,-0.05,0.15,0.73,395710,38922,HW
805,-0.76,1.57,-2.07,10.44,-13.94,-26.69,-3.6,-10.84,1.92,-0.66,-0.05,0.15,0.73,395726,38938,HW
806,-0.34,1.78,-1.1,10.44,-13.94,-26.69,-3.6,-10.84,1.92,-0.66,-0.05,0.15,0.73,395745,38957,HW
807,-0.34,1.78,-1.1,10.44,-13.94,-26.69,-6.01,-8.51,2.96,-0.66,-0.05,0.15,0.73,395760,38972,HW
808,-0.39,1.58,-0.56,10.44,-13.94,-26.69,-6.01,-8.51,2.96,-0.66,-0.05,0.15,0.73,395779,38991,HW
809,-0.39,1.58,-0.56,10.44,-13.94,-26.69,-6.01,-8.51,2.96,-0.69,-0.03,0.05,0.72,395793,39005,HW
810,-0.39,1.58,-0.56,10.44,-13.94,-26.69,-3.45,-7.93,2.57,-0.69,-0.03,0.05,0.72,395807,39019,HW
811,-0.39,1.58,-0.56,10.44,-13.94,-26.69,-6.36,-8.74,2.8,-0.69,-0.03,0.05,0.72,395821,39033,HW
812,0.16,0.85,0.34,10.44,-13.94,-26.69,-6.36,-8.74,2.8,-0.69,-0.03,0.05,0.72,395839,39051,HW
813,0.16,0.85,0.34,10.44,-13.94,-26.69,-6.36,-8.74,2.8,-0.69,-0.01,0.02,0.72,395853,39065,HW
814,0.16,0.85,0.34,10.44,-13.94,-26.69,-5.32,-8.7,2.57,-0.69,-0.01,0.02,0.72,395868,39080,HW
815,0.45,0.06,0.74,10.44,-13.94,-26.69,-5.32,-8.7,2.57,-0.69,-0.01,0.02,0.72,395885,39097,HW
816,0.45,0.06,0.74,10.44,-13.94,-26.69,-5.32,-8.7,2.57,-0.69,0.01,0.02,0.73,395906,39118,HW
817,0.45,0.06,0.74,10.44,-13.94,-26.69,-1.8,-7.78,2.34,-0.69,0.01,0.02,0.73,395923,39135,HW
818,0.19,0.37,0.91,10.44,-13.94,-26.69,-1.8,-7.78,2.34,-0.69,0.01,0.02,0.73,395938,39150,HW
819,0.19,0.37,0.91,10.44,-13.94,-26.69,-1.8,-7.78,2.34,-0.68,0.03,0.03,0.73,395957,39169,HW
820,0.19,0.37,0.91,10.44,-13.94,-26.69,-1.8,-8.16,2.3,-0.68,0.03,0.03,0.73,395971,39183,HW
821,0.19,0.37,0.91,10.44,-13.94,-26.69,-2.26,-8.28,2.3,-0.68,0.03,0.03,0.73,396076,39288,HW
822,0.29,0.27,0.99,10.44,-13.94,-26.69,-2.26,-8.28,2.3,-0.68,0.03,0.03,0.73,396109,39321,HW
823,0.29,0.27,0.99,10.44,-13.94,-26.69,-3.95,-9.77,2.42,-0.68,0.03,0.03,0.73,396128,39340,HW
824,0.61,-0.36,1.74,10.44,-13.94,-26.69,-3.95,-9.77,2.42,-0.68,0.03,0.03,0.73,396143,39355,HW
825,0.61,-0.36,1.74,10.44,-13.94,-26.69,-4.14,-11.11,2.92,-0.68,0.03,0.03,0.73,396181,39393,HW
826,0.61,-0.36,1.74,10.44,-13.94,-26.69,-4.37,-13.11,3.64,-0.68,0.03,0.03,0.73,396206,39418,HW
827,0.61,-0.36,1.74,10.44,-13.94,-26.69,-4.52,-13.41,2.65,-0.68,0.03,0.03,0.73,396226,39438,HW
828,1.31,-0.45,2.54,10.44,-13.94,-26.69,-4.52,-13.41,2.65,-0.68,0.03,0.03,0.73,396241,39453,HW
