,Xg,Yg,Zg,Xgd,Ygd,Zgd,Xa,Ya,Za,Xad,Yad,Zad,Direction,Sensortime,Time,Label
704,1.37,-0.72,-2.24,0.88,-2.8,-2.28,-6.66,3.74,-3.34,0,0,0,0.47,4590229,28284,W
705,0.49,2.08,0.04,0.38,1.84,0.39,-6.66,3.74,-3.34,0,0,0,0.47,4590271,28326,W
706,0.11,0.24,-0.35,0,0,0,-6.66,3.74,-3.34,0.66,-1.34,-5.02,0.47,4590312,28367,W
707,0.11,0.24,-0.35,0,0,0,-7.32,5.08,1.68,1.18,-0.31,-0.73,0.47,4590354,28409,W
708,0.11,0.24,-0.35,0,0,0,-8.5,5.39,2.41,-0.3,0.12,1.57,0.47,4590396,28451,W
709,0.11,0.24,-0.35,0,0,0,-8.2,5.27,0.84,-0.04,0,-0.77,0.47,4590437,28492,W
710,0.11,0.24,-0.35,0.11,-0.04,-0.31,-8.16,5.27,1.61,0,0,0,0.47,4590477,28532,W
711,0,0.28,-0.04,-0.02,0.06,0,-8.16,5.27,1.61,0,0,0,0.47,4590519,28574,W
712,0.02,0.22,-0.04,0,0,0,-8.16,5.27,1.61,0,0.11,0.5,0.47,4590561,28616,W
713,0.02,0.22,-0.04,0,0,0,-8.16,5.16,1.11,0.11,0,0.27,0.47,4590603,28658,W
714,0.02,0.22,-0.04,0,0,0,-8.27,5.16,0.84,-0.03,-0.07,-0.15,0.47,4590643,28698,W
715,0.02,0.22,-0.04,0,0,0,-8.24,5.23,0.99,0,0,0,0.47,4590684,28739,W
716,0.02,0.22,-0.04,0,0,0,-8.24,5.23,0.99,-0.04,0.15,0.07,0.47,4590723,28778,W
717,0.02,0.22,-0.04,0.04,0.4,-0.03,-8.2,5.08,0.92,0,0,0,0.47,4590765,28820,T
718,-0.02,-0.18,-0.01,0,0,0,-8.2,5.08,0.92,0.11,-0.12,-0.19,0.47,4590804,28859,T
719,-0.02,-0.18,-0.01,0,0,0,-8.31,5.2,1.11,-0.07,0,-0.03,0.47,4590846,28901,T
720,-0.02,-0.18,-0.01,0,0,0,-8.24,5.2,1.14,-0.12,0.08,-0.24,0.47,4590889,28944,T
721,-0.02,-0.18,-0.01,0.02,-0.1,-0.02,-8.12,5.12,1.38,0,0,0,0.47,4590929,28984,T
722,-0.04,-0.08,0.01,0,0,0,-8.12,5.12,1.38,0.12,-0.08,0.08,0.47,4590971,29026,T
723,-0.04,-0.08,0.01,-0.01,-0.01,-0.01,-8.24,5.2,1.3,0,0,0,0.47,4591012,29067,T
724,-0.03,-0.07,0.02,0,0,0,-8.24,5.2,1.3,-0.04,0,-0.04,0.47,4591053,29108,T
725,-0.03,-0.07,0.02,0,0,0,-8.2,5.2,1.34,-0.04,0,-0.11,0.47,4591093,29148,T
726,-0.03,-0.07,0.02,0,0,0,-8.16,5.2,1.45,0,0,0,0.47,4591134,29189,T
727,-0.03,-0.07,0.02,-0.02,0.03,0.02,-8.16,5.2,1.45,0,0,0,0.47,4591173,29228,T
728,-0.01,-0.1,0,0,0,0,-8.16,5.2,1.45,-0.04,0.04,-0.12,0.47,4591214,29269,T
729,-0.01,-0.1,0,0,-0.02,0,-8.12,5.16,1.57,0,0,0,0.47,4591257,29312,T
730,-0.01,-0.08,0,0,0,0,-8.12,5.16,1.57,0,0,-0.11,0.47,4591298,29353,T
731,-0.01,-0.08,0,0,0,0,-8.12,5.16,1.68,0,0,0,0.47,4591340,29395,T
732,-0.01,-0.08,0,0.01,-0.01,0,-8.12,5.16,1.68,0,0,0,0.47,4591380,29435,T
733,-0.02,-0.07,0,-0.01,0.01,0.01,-8.12,5.16,1.68,0,0,0,0.47,4591421,29476,T
734,-0.01,-0.08,-0.01,0,0,0,-8.12,5.16,1.68,0,0.04,-0.08,0.47,4591462,29517,T
735,-0.01,-0.08,-0.01,0,0,0,-8.12,5.12,1.76,0,-0.04,0,0.47,4591503,29558,T
736,-0.01,-0.08,-0.01,0,0,0,-8.12,5.16,1.76,-0.04,0.04,-0.12,0.47,4591545,29600,T
737,-0.01,-0.08,-0.01,0,0,0,-8.08,5.12,1.88,0,-0.04,0.04,0.47,4591587,29642,T
738,-0.01,-0.08,-0.01,0,0,0,-8.08,5.16,1.84,0,0,0,0.47,4591627,29682,T
739,-0.01,-0.08,-0.01,0,-0.02,-0.02,-8.08,5.16,1.84,0,0,0,0.47,4591670,29725,T
740,-0.01,-0.06,0.01,0,0,0,-8.08,5.16,1.84,0,0,-0.07,0.47,4591712,29767,T
741,-0.01,-0.06,0.01,0,0,0,-8.08,5.16,1.91,0,0,-0.04,0.47,4591752,29807,T
742,-0.01,-0.06,0.01,0,0,0,-8.08,5.16,1.95,0,0,0,0.47,4591794,29849,T
743,-0.01,-0.06,0.01,0,0,0,-8.08,5.16,1.95,0,0,0,0.47,4591834,29889,T
744,-0.01,-0.06,0.01,0,0,0,-8.08,5.16,1.95,0,0,-0.04,0.47,4591874,29929,T
745,-0.01,-0.06,0.01,-0.01,-0.03,-0.02,-8.08,5.16,1.99,0,0,0,0.47,4591916,29971,T
746,0,-0.03,0.03,0,0,0,-8.08,5.16,1.99,-0.04,-0.04,-0.04,0.47,4591958,30013,T
747,0,-0.03,0.03,0,0,0,-8.04,5.2,2.03,-0.03,0,0,0.47,4591998,30053,T
748,0,-0.03,0.03,0,0,0,-8.01,5.2,2.03,0.03,-0.03,0,0.47,4592039,30094,T
749,0,-0.03,0.03,0.01,0.05,-0.05,-8.04,5.23,2.03,0,0,0,0.47,4592078,30133,T
750,-0.01,-0.08,0.08,0.01,0.04,-0.02,-8.04,5.23,2.03,0,0,0,0.47,4592119,30174,T
751,-0.02,-0.12,0.1,0,0,0,-8.04,5.23,2.03,-0.07,-0.04,-0.08,0.47,4592160,30215,T
752,-0.02,-0.12,0.1,0,0,0,-7.97,5.27,2.11,-0.08,-0.12,-0.11,0.47,4592202,30257,T
753,-0.02,-0.12,0.1,0,0,0,-7.89,5.39,2.22,-0.04,0.04,0.04,0.47,4592243,30298,T
754,-0.02,-0.12,0.1,0,0,0,-7.85,5.35,2.18,0,0,0,0.47,4592283,30338,T
755,-0.02,-0.12,0.1,-0.01,0.13,-0.18,-7.85,5.35,2.18,0,0,0,0.47,4592323,30378,T
756,-0.01,-0.25,0.28,-0.03,0.14,-0.21,-7.85,5.35,2.18,0,0,0,0.47,4592364,30419,T
757,0.02,-0.39,0.49,0,0,0,-7.85,5.35,2.18,-0.42,-0.54,-0.46,0.47,4592406,30461,T
758,0.02,-0.39,0.49,0,0,0,-7.43,5.89,2.64,0.42,-0.34,-0.27,0.47,4592448,30503,T
759,0.02,-0.39,0.49,0,0,0,-7.85,6.23,2.91,0.81,0.73,-0.8,0.47,4592489,30544,W
760,0.02,-0.39,0.49,-0.76,0.49,-0.51,-8.66,5.5,3.71,0,0,0,0.47,4592528,30583,W
761,0.78,-0.88,1,0,0,0,-8.66,5.5,3.71,0.61,-0.73,-0.84,0.47,4592569,30624,W
762,0.78,-0.88,1,-1.37,1.85,1.46,-9.27,6.23,4.55,0,0,0,0.47,4592611,30666,W
763,2.15,-2.73,-0.46,0,0,0,-9.27,6.23,4.55,-3.02,1.07,4.67,0.47,4592651,30706,W
764,2.15,-2.73,-0.46,0,0,0,-6.25,5.16,-0.12,-1.23,-1.91,-0.65,0.47,4592692,30747,W
765,2.15,-2.73,-0.46,0,0,0,-5.02,7.07,0.53,0,0,0,0.47,4592733,30788,W
766,2.15,-2.73,-0.46,0.18,-0.38,0.42,-5.02,7.07,0.53,0,0,0,0.11,4592773,30828,W
767,1.97,-2.35,-0.88,0,0,0,-5.02,7.07,0.53,0.61,0.53,1.41,0.11,4592814,30869,W
768,1.97,-2.35,-0.88,2.08,-2.52,-0.05,-5.63,6.54,-0.88,0,0,0,0.11,4592856,30911,W
769,-0.11,0.17,-0.83,0,0,0,-5.63,6.54,-0.88,0.08,0,-0.26,0.11,4592898,30953,W
770,-0.11,0.17,-0.83,0,0,0,-5.71,6.54,-0.62,2.53,-0.65,-3.57,0.11,4592940,30995,W
771,-0.11,0.17,-0.83,0.39,0.09,-0.29,-8.24,7.19,2.95,0,0,0,0.11,4592979,31034,W
772,-0.5,0.08,-0.54,0.34,-0.12,-0.06,-8.24,7.19,2.95,0,0,0,0.11,4593021,31076,W
773,-0.84,0.2,-0.48,0,0,0,-8.24,7.19,2.95,-0.69,1.08,1.65,0.11,4593061,31116,W
774,-0.84,0.2,-0.48,0,0,0,-7.55,6.11,1.3,0.34,0.26,-0.11,0.11,4593102,31157,W
775,-0.84,0.2,-0.48,0,0,0,-7.89,5.85,1.41,0.19,0.5,0,0.11,4593143,31198,W
776,-0.84,0.2,-0.48,0,0,0,-8.08,5.35,1.41,-0.04,-0.61,0.38,0.11,4593184,31239,W
777,-0.84,0.2,-0.48,0,0,0,-8.04,5.96,1.03,-0.07,0.34,-0.19,0.11,4593224,31279,W
778,-0.84,0.2,-0.48,-0.77,0.26,-0.37,-7.97,5.62,1.22,0,0,0,0.11,4593267,31322,W
779,-0.07,-0.06,-0.11,0,0,0,-7.97,5.62,1.22,0.04,0.12,-0.08,0.11,4593308,31363,W
780,-0.07,-0.06,-0.11,0,0,0,-8.01,5.5,1.3,0,-0.04,0,0.11,4593349,31404,W
781,-0.07,-0.06,-0.11,0,0,0,-8.01,5.54,1.3,0,0,-0.04,0.11,4593392,31447,W
782,-0.07,-0.06,-0.11,0,0,0,-8.01,5.54,1.34,0,0,0,0.11,4593432,31487,W
783,-0.07,-0.06,-0.11,0,0,0,-8.01,5.54,1.34,0,0.04,-0.04,0.11,4593473,31528,W
784,-0.07,-0.06,-0.11,-0.08,0.24,-0.13,-8.01,5.5,1.38,0,0,0,0.11,4593515,31570,W
785,0.01,-0.3,0.02,0,0,0,-8.01,5.5,1.38,-0.12,0.07,-0.46,0.11,4593557,31612,W
786,0.01,-0.3,0.02,0,0,0,-7.89,5.43,1.84,0.12,-0.03,0.04,0.11,4593598,31653,W
787,0.01,-0.3,0.02,0,0,0,-8.01,5.46,1.8,-0.35,-0.04,-0.57,0.11,4593640,31695,W
788,0.01,-0.3,0.02,0.04,0.19,-0.26,-7.66,5.5,2.37,0,0,0,0.11,4593679,31734,W
789,-0.03,-0.49,0.28,0,0,0,-7.66,5.5,2.37,0.12,-0.27,0.11,0.11,4593720,31775,W
790,-0.03,-0.49,0.28,0.37,0.9,-0.19,-7.78,5.77,2.26,0,0,0,0.11,4593761,31816,W
791,-0.4,-1.39,0.47,0,0,0,-7.78,5.77,2.26,0.11,-0.08,-1.34,0.11,4593802,31857,W
792,-0.4,-1.39,0.47,0,0,0,-7.89,5.85,3.6,1.42,-0.53,-0.8,0.11,4593843,31898,W
793,-0.4,-1.39,0.47,0,0,0,-9.31,6.38,4.4,0,0,0,0.11,4593884,31939,W
794,-0.4,-1.39,0.47,-1.57,1.36,-0.71,-9.31,6.38,4.4,0,0,0,0.11,4593925,31980,W
795,1.17,-2.75,1.18,0,0,0,-9.31,6.38,4.4,3.14,0.42,2.99,0.11,4593967,32022,W
796,1.17,-2.75,1.18,0,0,0,-12.45,5.96,1.41,-9,2.72,0.61,0.11,4594009,32064,W
797,1.17,-2.75,1.18,0,0,0,-3.45,3.24,0.8,3.91,-5.79,2.41,0.11,4594051,32106,W
798,1.17,-2.75,1.18,0,0,0,-7.36,9.03,-1.61,-3.15,2.23,-1.65,0.11,4594092,32147,W
799,1.17,-2.75,1.18,0.72,0.39,2.06,-4.21,6.8,0.04,0,0,0,0.11,4594131,32186,W
800,0.45,-3.14,-0.88,-0.66,-0.38,0.95,-4.21,6.8,0.04,0,0,0,0.11,4594173,32228,W
801,1.11,-2.76,-1.83,0,0,0,-4.21,6.8,0.04,2.49,-0.16,0.54,0.11,4594215,32270,W
802,1.11,-2.76,-1.83,0,0,0,-6.7,6.96,-0.5,-1.57,-0.04,2.14,0.11,4594257,32312,W
803,1.11,-2.76,-1.83,0,0,0,-5.13,7,-2.64,-0.15,0.7,-2.33,0.11,4594299,32354,W
804,1.11,-2.76,-1.83,0,0,0,-4.98,6.3,-0.31,0.42,-0.04,0.76,0.11,4594341,32396,W
805,1.11,-2.76,-1.83,0.64,-2.96,0.73,-5.4,6.34,-1.07,0,0,0,0.11,4594381,32436,W
806,0.47,0.2,-2.56,0.22,0.2,0.21,-5.4,6.34,-1.07,0,0,0,0.11,4594424,32479,W
807,0.25,0,-2.77,0,0,0,-5.4,6.34,-1.07,1.73,-3.49,-2.6,0.11,4594466,32521,W
808,0.25,0,-2.77,0,0,0,-7.13,9.83,1.53,-1,-0.62,-0.69,0.11,4594509,32564,W
809,0.25,0,-2.77,0,0,0,-6.13,10.45,2.22,-2.03,-3.17,-0.34,0.11,4594551,32606,W
810,0.25,0,-2.77,0,0,0,-4.1,13.62,2.56,4.4,-4.52,1.57,0.11,4594593,32648,W
811,0.25,0,-2.77,0,0,0,-8.5,18.14,0.99,-4.82,17.27,-3.95,0.11,4594635,32690,W
812,0.25,0,-2.77,1.38,-0.28,-3.59,-3.68,0.87,4.94,0,0,0,0.11,4594676,32731,W
813,-1.13,0.28,0.82,0,0,0,-3.68,0.87,4.94,7.24,-4.4,3.41,0.11,4594718,32773,W
814,-1.13,0.28,0.82,0,0,0,-10.92,5.27,1.53,-2.49,0.88,-1.34,0.11,4594759,32814,W
815,-1.13,0.28,0.82,0,0,0,-8.43,4.39,2.87,0.34,0.38,1.07,0.11,4594801,32856,W
816,-1.13,0.28,0.82,0,0,0,-8.77,4.01,1.8,0.16,-0.5,1.27,0.11,4594842,32897,W
817,-1.13,0.28,0.82,0,0,0,-8.93,4.51,0.53,0,0,0,0.11,4594882,32937,W
818,-1.13,0.28,0.82,-1.12,0.23,0.19,-8.93,4.51,0.53,0,0,0,0.11,4594922,32977,W
819,-0.01,0.05,0.63,0,0,0,-8.93,4.51,0.53,-0.31,-0.38,0.34,0.11,4594963,33018,W
820,-0.01,0.05,0.63,0,0,0,-8.62,4.89,0.19,-0.5,-0.15,-1.03,0.11,4595004,33059,W
821,-0.01,0.05,0.63,0,0,0,-8.12,5.04,1.22,0.27,-0.16,0.88,0.11,4595047,33102,W
822,-0.01,0.05,0.63,0,0,0,-8.39,5.2,0.34,-0.12,0.08,-0.54,0.11,4595089,33144,W
823,-0.01,0.05,0.63,-0.02,0.16,0.35,-8.27,5.12,0.88,0,0,0,0.11,4595128,33183,W
824,0.01,-0.11,0.28,-0.12,-0.12,-0.03,-8.27,5.12,0.88,0,0,0,0.11,4595171,33226,W
825,0.13,0.01,0.31,0,0,0,-8.27,5.12,0.88,-0.45,-0.34,-0.5,0.11,4595211,33266,W
826,0.13,0.01,0.31,0,0,0,-7.82,5.46,1.38,0.22,-0.39,1.08,0.11,4595251,33306,W
827,0.13,0.01,0.31,0,0,0,-8.04,5.85,0.3,-4.17,1,-0.62,0.11,4595291,33346,W
828,0.13,0.01,0.31,0.38,0.69,-0.16,-3.87,4.85,0.92,0,0,0,0.11,4595330,33385,W
829,-0.25,-0.68,0.47,-0.39,0.64,-1.27,-3.87,4.85,0.92,0,0,0,0.11,4595371,33426,W
830,0.14,-1.32,1.74,0,0,0,-3.87,4.85,0.92,8.24,-5.56,-3.56,0.11,4595411,33466,W
831,0.14,-1.32,1.74,0,0,0,-12.11,10.41,4.48,1.95,1.77,2.8,0.11,4595453,33508,W
832,0.14,-1.32,1.74,0,0,0,-14.06,8.64,1.68,1.46,-0.5,1.99,0.11,4595495,33550,W
833,0.14,-1.32,1.74,0,0,0,-15.52,9.14,-0.31,-10.5,9,-0.58,0.11,4595537,33592,W
834,0.14,-1.32,1.74,1.15,0.05,1.37,-5.02,0.14,0.27,0,0,0,0.11,4595578,33633,W
835,-1.01,-1.37,0.37,-2.2,-0.52,0.81,-5.02,0.14,0.27,0,0,0,0.11,4595619,33674,W
836,1.19,-0.85,-0.44,0,0,0,-5.02,0.14,0.27,-1.88,-3.52,-1.53,0.11,4595660,33715,W
837,1.19,-0.85,-0.44,1.46,-0.79,1.98,-3.14,3.66,1.8,0,0,0,0.11,4595702,33757,W
838,-0.27,-0.06,-2.42,0,0,0,-3.14,3.66,1.8,2.68,0.53,1.11,0.11,4595743,33798,W
839,-0.27,-0.06,-2.42,0,0,0,-5.82,3.13,0.69,1.11,-0.84,-0.57,0.11,4595786,33841,W
840,-0.27,-0.06,-2.42,0.06,-0.51,1.44,-6.93,3.97,1.26,0,0,0,0.11,4595827,33882,W
841,-0.33,0.45,-3.86,-0.4,0.2,0.4,-6.93,3.97,1.26,0,0,0,0.11,4595869,33924,W
842,0.07,0.25,-4.26,0,0,0,-6.93,3.97,1.26,3.26,-11.8,0.34,0.11,4595910,33965,W
843,0.07,0.25,-4.26,1.25,-0.58,-2.8,-10.19,15.77,0.92,0,0,0,0.11,4595951,34006,W
844,-1.18,0.83,-1.46,0,0,0,-10.19,15.77,0.92,-7.43,-6.66,1.5,0.11,4595993,34048,W
845,-1.18,0.83,-1.46,0,0,0,-2.76,22.43,-0.58,-5.02,20.61,-5.29,0.11,4596037,34092,W
846,-1.18,0.83,-1.46,-0.88,0.13,-1.4,2.26,1.82,4.71,0,0,0,0.11,4596079,34134,W
847,-0.3,0.7,-0.06,-0.23,0.9,-0.41,2.26,1.82,4.71,0,0,0,0.11,4596120,34175,W
848,-0.07,-0.2,0.35,0,0,0,2.26,1.82,4.71,11.42,-2.49,3.41,0.11,4596161,34216,W
849,-0.07,-0.2,0.35,-0.38,-0.78,-0.69,-9.16,4.31,1.3,0,0,0,0.11,4596202,34257,W
850,0.31,0.58,1.04,0,0,0,-9.16,4.31,1.3,0.11,0.76,0.16,0.11,4596242,34297,W
851,0.31,0.58,1.04,0,0,0,-9.27,3.55,1.14,0,0,0,0.11,4596282,34337,W
852,0.31,0.58,1.04,0,0,0,-9.27,3.55,1.14,-0.73,-0.88,0.53,0.11,4596321,34376,W
853,0.31,0.58,1.04,0.39,0.23,0.54,-8.54,4.43,0.61,0,0,0,0.11,4596361,34416,W
854,-0.08,0.35,0.5,0,0,0,-8.54,4.43,0.61,-0.04,-0.53,0.23,0.11,4596401,34456,W
855,-0.08,0.35,0.5,0,0,0,-8.5,4.96,0.38,-0.07,0.11,-0.34,0.11,4596441,34496,W
856,-0.08,0.35,0.5,0.11,0.07,0,-8.43,4.85,0.72,0,0,0,0.11,4596480,34535,W
857,-0.19,0.28,0.5,-0.09,0.08,-0.05,-8.43,4.85,0.72,0,0,0,0.11,4596520,34575,W
858,-0.1,0.2,0.55,0,0,0,-8.43,4.85,0.72,-0.08,-0.5,0.8,0.11,4596560,34615,W
859,-0.1,0.2,0.55,0,0,0,-8.35,5.35,-0.08,0.15,-0.23,-0.15,0.11,4596601,34656,W
860,-0.1,0.2,0.55,0,0,0,-8.5,5.58,0.07,-0.07,-0.08,-0.27,0.11,4596641,34696,W
861,-0.1,0.2,0.55,0,0,0,-8.43,5.66,0.34,0,0,0,0.11,4596681,34736,W
862,-0.1,0.2,0.55,1.44,2.26,-3.14,-8.43,5.66,0.34,0,0,0,0.11,4596720,34775,W
863,-1.54,-2.06,3.69,0,0,0,-8.43,5.66,0.34,1.68,-7.35,0.19,0.11,4596760,34815,W
864,-1.54,-2.06,3.69,0,0,0,-10.11,13.01,0.15,4.52,5.71,-3.72,0.11,4596801,34856,W
865,-1.54,-2.06,3.69,0,0,0,-14.63,7.3,3.87,0.54,2.45,1.61,0.11,4596842,34897,W
866,-1.54,-2.06,3.69,0,0,0,-15.17,4.85,2.26,0,0,0,0.11,4596883,34938,W
867,-1.54,-2.06,3.69,-2.67,-0.92,4.31,-15.17,4.85,2.26,0,0,0,0.11,4596924,34979,W
868,1.13,-1.14,-0.62,0.97,0.45,0.49,-15.17,4.85,2.26,0,0,0,0.11,4596967,35022,W
869,0.16,-1.59,-1.11,0,0,0,-15.17,4.85,2.26,-11.65,-0.5,2.46,0.11,4597009,35064,W
870,0.16,-1.59,-1.11,0,0,0,-3.52,5.35,-0.2,-0.95,0.65,2.06,0.11,4597051,35106,W
871,0.16,-1.59,-1.11,0,0,0,-2.57,4.7,-2.26,1.61,-0.57,-0.22,0.11,4597092,35147,W
872,0.16,-1.59,-1.11,0,0,0,-4.18,5.27,-2.04,0.57,-0.12,0.41,0.11,4597134,35189,W
873,0.16,-1.59,-1.11,1.03,-1.9,2.29,-4.75,5.39,-2.45,0,0,0,0.11,4597175,35230,W
874,-0.87,0.31,-3.4,-0.73,-0.35,-0.13,-4.75,5.39,-2.45,0,0,0,0.11,4597218,35273,W
875,-0.14,0.66,-3.27,0,0,0,-4.75,5.39,-2.45,2.76,-5.55,-4.36,0.11,4597260,35315,W
876,-0.14,0.66,-3.27,0,0,0,-7.51,10.94,1.91,-1.26,-5.25,-2.18,0.11,4597303,35358,W
877,-0.14,0.66,-3.27,0,0,0,-6.25,16.19,4.09,-1.65,-0.27,1.03,0.11,4597346,35401,W
878,-0.14,0.66,-3.27,0,0,0,-4.6,16.46,3.06,4.36,0.96,1.84,0.11,4597388,35443,W
879,-0.14,0.66,-3.27,-0.55,2.06,-4.48,-8.96,15.5,1.22,0,0,0,0.11,4597429,35484,W
880,0.41,-1.4,1.21,1.03,-1.86,0.23,-8.96,15.5,1.22,0,0,0,0.11,4597471,35526,W
881,-0.62,0.46,0.98,0,0,0,-8.96,15.5,1.22,0.31,11.61,1.49,0.11,4597513,35568,W
882,-0.62,0.46,0.98,0,0,0,-9.27,3.89,-0.27,-0.15,0.11,-0.69,0.11,4597556,35611,W
883,-0.62,0.46,0.98,0,0,0,-9.12,3.78,0.42,0.04,0.12,-0.15,0.11,4597598,35653,W
884,-0.62,0.46,0.98,0,0,0,-9.16,3.66,0.57,-0.04,-0.39,0.34,0.11,4597639,35694,W
885,-0.62,0.46,0.98,-0.4,0.18,0.7,-9.12,4.05,0.23,0,0,0,0.11,4597679,35734,W
886,-0.22,0.28,0.28,-0.32,0.43,-0.1,-9.12,4.05,0.23,0,0,0,0.11,4597720,35775,W
887,0.1,-0.15,0.38,0,0,0,-9.12,4.05,0.23,-0.27,-0.11,0,0.11,4597761,35816,W
888,0.1,-0.15,0.38,0,0,0,-8.85,4.16,0.23,-0.19,-0.27,-0.3,0.11,4597803,35858,W
889,0.1,-0.15,0.38,0,0,0,-8.66,4.43,0.53,0.11,0.04,0,0.11,4597842,35897,W
890,0.1,-0.15,0.38,0,0,0,-8.77,4.39,0.53,-0.19,-0.27,0.11,0.11,4597883,35938,W
891,0.1,-0.15,0.38,0.37,-0.14,-0.22,-8.58,4.66,0.42,0,0,0,0.11,4597923,35978,W
892,-0.27,-0.01,0.6,-0.15,0.51,-0.1,-8.58,4.66,0.42,0,0,0,0.11,4597965,36020,W
893,-0.12,-0.52,0.7,0,0,0,-8.58,4.66,0.42,-0.04,-0.61,-0.61,0.11,4598007,36062,W
894,-0.12,-0.52,0.7,0,0,0,-8.54,5.27,1.03,0.08,0,0.69,0.11,4598049,36104,W
895,-0.12,-0.52,0.7,0,0,0,-8.62,5.27,0.34,2.87,-1.19,-0.58,0.11,4598090,36145,W
896,-0.12,-0.52,0.7,0,0.76,-1.67,-11.49,6.46,0.92,0,0,0,0.11,4598130,36185,W
897,-0.12,-1.28,2.37,0,0,0,-11.49,6.46,0.92,-4.56,-1.68,-0.8,0.11,4598171,36226,W
898,-0.12,-1.28,2.37,-0.39,-2.98,0.55,-6.93,8.14,1.72,0,0,0,0.11,4598215,36270,W
899,0.27,1.7,1.82,0,0,0,-6.93,8.14,1.72,-2.72,2.91,1.11,0.11,4598257,36312,W
900,0.27,1.7,1.82,0,0,0,-4.21,5.23,0.61,4.6,3.68,-0.57,0.11,4598299,36354,W
901,0.27,1.7,1.82,0,0,0,-8.81,1.55,1.18,-3.02,-0.27,0.65,0.11,4598340,36395,W
902,0.27,1.7,1.82,0.77,0.05,3.87,-5.79,1.82,0.53,0,0,0,0.11,4598379,36434,T
903,-0.5,1.65,-2.05,0,0,0,-5.79,1.82,0.53,-4.64,-5.1,-1.77,0.11,4598419,36474,T
904,-0.5,1.65,-2.05,-0.83,1.11,-0.34,-1.15,6.92,2.3,0,0,0,0.11,4598462,36517,T
905,0.33,0.54,-1.71,0,0,0,-1.15,6.92,2.3,1.46,-4.98,-0.88,0.11,4598504,36559,T
906,0.33,0.54,-1.71,0,0,0,-2.61,11.9,3.18,2.29,1.34,1,0.11,4598546,36601,T
907,0.33,0.54,-1.71,0,0,0,-4.9,10.56,2.18,-0.07,5.98,-1.57,0.11,4598588,36643,T
908,0.33,0.54,-1.71,0.69,1.14,-1.39,-4.83,4.58,3.75,0,0,0,0.11,4598628,36683,T
909,-0.36,-0.6,-0.32,0,0,0,-4.83,4.58,3.75,4.79,-1.72,1.07,0.11,4598670,36725,T
910,-0.36,-0.6,-0.32,-0.6,-0.86,0.01,-9.62,6.3,2.68,0,0,0,0.11,4598712,36767,T
911,0.24,0.26,-0.33,0,0,0,-9.62,6.3,2.68,-1.8,0.53,0.77,0.11,4598755,36810,T
912,0.24,0.26,-0.33,0.24,0.26,-0.33,-7.82,5.77,1.91,-7.82,5.77,1.91,0.11,4598796,36851,T
